goals,xg,crosses,boxtouches,passes,progpasses,takeons,progruns,tackles,interceptions,clearances,blocks,aerials,fouls,fouled,nsxg,results,year
-0.4100000000000001,0.3292307692307692,0.6069230769230768,0.7138461538461539,0.4676923076923077,-0.033076923076923,0.1407692307692307,0.6092307692307692,0.6107692307692308,0.6392307692307693,-0.4923076923076923,-0.3853846153846154,0.0084615384615384,-0.0169230769230769,0.3107692307692307,0.633076923076923,28,2
0.5530769230769227,0.4115384615384615,-0.1046153846153846,0.0269230769230768,-0.3523076923076923,-0.2384615384615384,-0.2546153846153846,-0.2684615384615384,-0.1253846153846153,0.0292307692307692,-0.1192307692307692,-0.2792307692307693,-0.1507692307692307,-0.2661538461538461,-0.4061538461538462,-0.21,18,94
0.493846153846154,0.406923076923077,-0.0407692307692307,0.0969230769230769,0.1007692307692307,-0.1692307692307692,0.3061538461538463,0.0984615384615384,-0.0323076923076922,0.13,0.0969230769230769,-0.1746153846153846,0.2576923076923076,0.2892307692307692,-0.0199999999999999,0.1038461538461537,3,14
-0.2553846153846154,-0.1869230769230769,-0.1046153846153846,-0.1938461538461539,-0.0776923076923076,-0.0915384615384615,-0.0923076923076922,0.1607692307692307,-0.1792307692307692,-0.3269230769230769,0.0692307692307692,-0.2746153846153846,-0.3030769230769231,-0.3961538461538462,0.6792307692307692,-0.4653846153846155,21,94
-0.093076923076923,0.3015384615384614,0.0407692307692307,0.0261538461538461,0.2530769230769231,-0.1007692307692307,0.4476923076923076,0.2107692307692308,0.0176923076923076,-0.2761538461538461,-0.2799999999999999,-0.2569230769230769,-0.1638461538461538,-0.2830769230769231,0.1346153846153846,0.1707692307692307,26,14
0.4230769230769231,0.1469230769230768,-0.1361538461538461,-0.0299999999999999,0.4292307692307692,0.0376923076923076,0.2446153846153846,-0.22,0.2161538461538461,0.2699999999999999,-0.0769230769230768,-0.0976923076923077,-0.0199999999999999,-0.2246153846153846,0.1007692307692307,-0.1246153846153846,2,98
-0.1592307692307692,-0.3161538461538461,-0.1338461538461538,-0.5000000000000001,-0.1892307692307692,-0.0007692307692307,-0.2592307692307692,0.0123076923076923,-0.0415384615384615,-0.1699999999999999,0.3161538461538462,-0.0776923076923077,-0.1815384615384614,-0.1023076923076923,-0.2338461538461539,-0.3723076923076923,15,86
-0.39,-0.2023076923076923,0.2753846153846154,0.0976923076923076,-0.4284615384615385,-0.4476923076923076,-0.1669230769230769,-0.4953846153846155,-0.1630769230769231,-0.3746153846153847,0.0346153846153846,-0.2815384615384615,0.2,-0.1992307692307692,0.0061538461538461,-0.0123076923076922,24,86
0.3684615384615386,-0.0269230769230769,-0.3838461538461538,-0.043076923076923,0.1261538461538462,-0.1769230769230769,0.2861538461538461,0.5615384615384615,-0.3015384615384616,-0.4523076923076923,0.2838461538461538,-0.1369230769230769,0.1161538461538461,0.0884615384615385,0.2153846153846153,-0.2746153846153846,6,94
0.0692307692307692,0.6269230769230767,-0.0238461538461538,0.2638461538461539,-0.1715384615384615,-0.32,0.1346153846153847,0.0184615384615384,0.1315384615384615,-0.0053846153846153,-0.0676923076923076,-0.0576923076923076,0.06,0.1392307692307692,-0.2484615384615384,0.2046153846153846,7,10
0.451538462,0.495384615,-0.012307692,0.182307692,0.003076923,-0.222307692,0.012307692,0.130769231,0.147692308,-0.01,-0.193846154,-0.215384615,0.151538462,-0.287692308,0.157692308,0.132307692,5,2
0.0161538461538461,-0.1776923076923077,-0.1707692307692308,-0.1484615384615384,-0.2676923076923077,-0.2723076923076922,-0.3446153846153847,-0.4323076923076923,-0.3392307692307693,-0.3476923076923076,0.2092307692307692,-0.2376923076923077,-0.0961538461538461,0.4338461538461537,0.163076923076923,-0.2684615384615384,8,14
-0.42,-0.2299999999999999,-0.1507692307692307,-0.4353846153846153,-0.6876923076923078,-0.4084615384615385,-0.2569230769230769,-0.5861538461538461,-0.6292307692307693,-0.56,-0.1453846153846154,-0.4046153846153846,-0.5092307692307692,-0.1730769230769231,-0.1930769230769231,-0.3692307692307693,32,18
0.13,0.3438461538461539,-0.1453846153846154,-0.0046153846153846,0.0407692307692307,-0.3384615384615385,0.2376923076923077,0.2207692307692307,-0.1315384615384615,-0.0007692307692307,-0.3915384615384615,-0.0961538461538461,-0.0961538461538461,-0.1292307692307692,0.0407692307692307,-0.1084615384615384,4,6
0.5423076923076924,0.7184615384615385,-0.083076923076923,0.2238461538461537,-0.1315384615384615,0.0753846153846154,-0.1115384615384615,-0.1207692307692307,-0.2115384615384616,-0.4007692307692307,-0.153076923076923,-0.3476923076923078,-0.3969230769230769,-0.3846153846153847,0.01,-0.0269230769230769,19,6
0.4507692307692306,0.496153846153846,0.0092307692307692,0.5538461538461539,0.5492307692307693,0.0653846153846154,0.7084615384615383,0.0199999999999999,0.5661538461538461,0.4569230769230769,-0.2192307692307692,0.2338461538461538,-0.2176923076923077,-0.3846153846153846,0.2353846153846155,0.4884615384615384,5,10
0.1107692307692308,-0.0746153846153846,0.1484615384615385,0.0876923076923077,-0.3207692307692307,-0.1507692307692307,0.0284615384615384,0.1215384615384616,-0.3846153846153846,-0.2407692307692307,-0.1453846153846154,-0.3530769230769231,0.3023076923076924,0.3523076923076921,-0.0953846153846154,0.0715384615384615,17,18
0.3869230769230771,0.2084615384615385,-0.1384615384615384,-0.0792307692307692,-0.3838461538461538,-0.3938461538461538,-0.0815384615384615,-0.2999999999999999,-0.376153846153846,-0.2761538461538462,0.1707692307692307,-0.2692307692307692,0.1023076923076923,0.0238461538461538,-0.1453846153846154,-0.2784615384615385,14,14
0.133076923,0.148461538,0.030769231,-0.189230769,0.084615385,-0.013846154,-0.302307692,-0.326923077,-0.128461538,0.257692308,-0.174615385,0.034615385,0.013076923,-0.128461538,-0.210769231,-0.220769231,20,10
0.0115384615384615,0.1523076923076923,0.2223076923076923,0.2892307692307693,0.2246153846153845,-0.1415384615384615,0.476923076923077,0.1707692307692307,0.54,0.2538461538461538,0.0792307692307692,0.2115384615384615,-0.1192307692307692,-0.2561538461538462,0.1761538461538461,0.1684615384615385,2,14
0.7246153846153847,0.2161538461538462,0.1623076923076923,0.5430769230769232,0.1061538461538461,0.1707692307692308,-0.1107692307692307,-0.1469230769230769,-0.5923076923076922,0.1015384615384615,-0.1999999999999999,0.4984615384615385,0.3176923076923076,0.0384615384615384,-0.2346153846153846,0.3061538461538462,15,82
-0.2615384615384615,-0.2476923076923077,0.0284615384615384,0.1376923076923076,-0.2069230769230769,-0.2830769230769231,-0.3707692307692307,-0.0438461538461538,0.0684615384615385,-0.3915384615384615,-0.4492307692307692,-0.2984615384615385,-0.0484615384615384,-0.4446153846153846,-0.0492307692307692,-0.1538461538461538,32,98
-0.0853846153846153,-0.213076923076923,-0.38,-0.0169230769230769,-0.3892307692307692,-0.3676923076923076,-0.1192307692307692,-0.1592307692307692,-0.0569230769230769,-0.2784615384615385,0.0630769230769231,0.2438461538461538,0.0715384615384615,-0.0769230769230769,0.0615384615384615,-0.3015384615384615,30,2
0.156923076923077,-0.1423076923076922,-0.2861538461538461,-0.2376923076923076,0.0815384615384615,0.0915384615384615,0.2,-0.3553846153846154,0.1592307692307693,0.4923076923076923,0.4584615384615385,0.1053846153846152,0.02,0.446153846153846,-0.02,-0.4153846153846153,24,6
0.3192307692307692,0.1815384615384615,0.3430769230769229,0.4784615384615384,0.093076923076923,0.2407692307692306,0.2776923076923077,0.0307692307692307,-0.1246153846153846,0.053076923076923,0.0384615384615384,0.2553846153846155,-0.1076923076923076,0.0807692307692307,0.1746153846153845,0.2546153846153846,10,90
-0.2199999999999999,-0.2253846153846154,0.1253846153846154,0.1523076923076922,-0.2838461538461538,-0.1323076923076922,-0.4561538461538461,-0.4238461538461539,-0.2676923076923078,-0.293076923076923,0.0361538461538461,-0.2738461538461538,0.546923076923077,0.2807692307692307,-0.2153846153846154,0.2323076923076922,8,90
-0.063076923076923,-0.0807692307692307,-0.1907692307692307,-0.0492307692307692,-0.1761538461538462,-0.3415384615384615,0.1938461538461538,-0.2338461538461538,0.0269230769230768,-0.1907692307692307,0.1392307692307693,0.3807692307692308,0.1976923076923077,0.4015384615384617,0.2953846153846154,-0.0584615384615384,23,90
