,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z,results
Mexico02,0.076923077,0.238461538,0.079230769,0.261538462,1.023076923,0.255384615,0.172307692,1.163076923,1.258461538,0.603846154,0.077692308,0.111538462,0.208461538,0.190769231,0.336923077,0.256153846,11
Mexico98,-0.016923077,-0.025384615,-0.333846154,-0.298461538,0.441538462,0.14,-0.039230769,0.304615385,0.371538462,-0.287692308,-0.113846154,0.166923077,-0.164615385,0.041538462,-0.232307692,-0.163076923,13
