goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z,results
-0.06615384615384613,0.29999999999999993,0.14769230769230773,0.24461538461538462,-0.4538461538461539,0.0038461538461538134,0.029230769230769282,-0.21384615384615385,-0.6346153846153846,-0.44307692307692303,0.39538461538461533,-0.27461538461538465,0.23538461538461536,0.013846153846153824,-0.22615384615384618,0.12769230769230774,29
