,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z,results
ElSalvador82,-0.3469230769230769,-0.30615384615384605,-0.26615384615384613,-0.4369230769230769,0.03999999999999999,-0.15846153846153846,0.2615384615384614,-0.38615384615384624,-0.2707692307692308,-0.09461538461538462,0.4423076923076923,0.37692307692307686,-0.3961538461538462,0.1830769230769232,-0.26,-0.5546153846153845,24
