Wk,Winner,Pts,Loser,Pts.1,winners,losers,home_rank,away_rank,home_team_code,away_team_code,home_results,win_rank,lose_rank,day_code,hours,null,half,quart,three_quart
4,Southern Illinois,31,Northwestern,24,Southern Illinois,Northwestern,99,99,81,174,1,99,99,5,12,1,0,0,0
4,Southern Mississippi,64,Northwestern State,10,Southern Mississippi,Northwestern State,99,99,102,141,0,99,99,5,19,1,0,0,0
4,Syracuse,32,Purdue,29,Syracuse,Purdue,99,99,104,153,0,99,99,5,12,1,0,0,0
4,(15) Tennessee,63,Akron,6,Tennessee,Akron,15,99,106,2,0,15,99,5,19,1,0,0,0
4,(21) Texas,41,Texas-San Antonio,20,Texas,Texas-San Antonio,21,99,107,196,0,21,99,5,20,1,0,0,0
4,(24) Texas A&M,17,(13) Miami (FL),9,Texas A&M,Miami (FL),24,13,108,108,0,24,13,5,21,1,0,0,0
4,Tulane,17,Kansas State,10,Tulane,Kansas State,99,99,48,200,1,99,99,5,15,1,0,0,0
4,Tulsa,54,Jacksonville State,17,Tulsa,Jacksonville State,99,99,117,85,0,99,99,5,19,1,0,0,0
4,UCLA,32,South Alabama,31,UCLA,South Alabama,99,99,118,164,0,99,99,5,14,1,0,0,0
4,(14) Utah,35,San Diego State,7,Utah,San Diego State,14,99,119,162,0,14,99,5,22,1,0,0,0
4,Vanderbilt,38,Northern Illinois,28,Vanderbilt,Northern Illinois,99,99,80,206,1,99,99,5,15,0,1,0,0
4,Virginia,16,Old Dominion,14,Virginia,Old Dominion,99,99,122,147,0,99,99,5,14,1,0,0,0
4,Virginia Tech,27,Wofford,7,Virginia Tech,Wofford,99,99,123,223,0,99,99,5,11,1,0,0,0
4,(19) Wake Forest,37,Liberty,36,Wake Forest,Liberty,19,99,124,94,0,19,99,5,17,1,0,0,0
4,Washington,39,(11) Michigan State,28,Washington,Michigan State,99,11,125,111,0,99,11,5,19,0,1,0,0
4,Washington State,38,Colorado State,7,Washington State,Colorado State,99,99,126,45,0,99,99,5,17,1,0,0,0
4,West Virginia,65,Towson,7,West Virginia,Towson,99,99,127,198,0,99,99,5,13,1,0,0,0
4,Wisconsin,66,New Mexico State,7,Wisconsin,New Mexico State,99,99,130,126,0,99,99,5,15,0,1,0,0
4,Hawaii,24,Duquesne,14,Hawaii,Duquesne,99,99,40,49,0,99,99,6,12,1,0,0,0
5,Coastal Carolina,41,Georgia State,24,Coastal Carolina,Georgia State,99,99,38,42,1,99,99,3,19,0,1,0,0
5,Illinois,31,Chattanooga,0,Illinois,Chattanooga,99,99,42,38,0,99,99,3,20,0,1,0,0
5,West Virginia,33,Virginia Tech,10,West Virginia,Virginia Tech,99,99,123,216,1,99,99,3,19,0,1,0,0
5,Air Force,48,Nevada,20,Air Force,Nevada,99,99,0,122,0,99,99,4,20,1,0,0,0
5,Syracuse,22,Virginia,20,Syracuse,Virginia,99,99,104,208,0,99,99,4,19,1,0,0,0
5,Texas-El Paso,27,Boise State,10,Texas-El Paso,Boise State,99,99,112,21,0,99,99,4,21,1,0,0,0
5,(2) Alabama,55,Vanderbilt,3,Alabama,Vanderbilt,2,99,2,206,0,2,99,5,19,0,1,0,0
5,Auburn,17,Missouri,14,Auburn,Missouri,99,99,10,116,0,99,99,5,12,1,0,0,0
5,(17) Baylor,31,Iowa State,24,Baylor,Iowa State,99,17,45,19,1,17,99,5,12,1,0,0,0
5,(19) Brigham Young,38,Wyoming,24,Brigham Young,Wyoming,19,99,16,224,0,19,99,5,22,0,0,0,1
5,Buffalo,50,Eastern Michigan,31,Buffalo,Eastern Michigan,99,99,30,27,1,99,99,5,12,1,0,0,0
5,California,49,Arizona,31,California,Arizona,99,99,18,10,0,99,99,5,17,0,1,0,0
5,Central Florida,27,Georgia Tech,10,Central Florida,Georgia Tech,99,99,19,69,0,99,99,5,16,1,0,0,0
5,Cincinnati,45,Indiana,24,Cincinnati,Indiana,99,99,22,81,0,99,99,5,15,0,1,0,0
5,(5) Clemson,51,(21) Wake Forest,45,Clemson,Wake Forest,21,5,124,41,1,5,21,5,12,1,0,0,0
5,Florida State,44,Boston College,14,Florida State,Boston College,99,99,34,22,0,99,99,5,20,1,0,0,0
5,(1) Georgia,39,Kent State,22,Georgia,Kent State,1,99,36,90,0,1,99,5,12,1,0,0,0
5,Georgia Southern,34,Ball State,23,Georgia Southern,Ball State,99,99,37,18,0,99,99,5,18,1,0,0,0
5,Houston,34,Rice,27,Houston,Rice,99,99,41,155,0,99,99,5,18,1,0,0,0
5,Iowa,27,Rutgers,10,Iowa,Rutgers,99,99,94,83,1,99,99,5,19,1,0,0,0
5,James Madison,32,Appalachian State,28,James Madison,Appalachian State,99,99,4,86,1,99,99,5,15,0,1,0,0
5,Kansas,35,Duke,27,Kansas,Duke,99,99,47,48,0,99,99,5,12,1,0,0,0
5,Kansas State,41,(6) Oklahoma,34,Kansas State,Oklahoma,6,99,85,88,1,99,6,5,20,1,0,0,0
5,(8) Kentucky,31,Northern Illinois,23,Kentucky,Northern Illinois,8,99,50,138,0,8,99,5,19,1,0,0,0
5,Liberty,21,Akron,12,Liberty,Akron,99,99,51,2,0,99,99,5,18,1,0,0,0
5,Louisiana State,38,New Mexico,0,Louisiana State,New Mexico,99,99,53,125,0,99,99,5,19,0,1,0,0
5,Louisiana-Monroe,21,Louisiana,17,Louisiana-Monroe,Louisiana,99,99,55,96,0,99,99,5,20,1,0,0,0
5,Louisville,41,South Florida,3,Louisville,South Florida,99,99,56,169,0,99,99,5,12,1,0,0,0
5,Memphis,44,North Texas,34,Memphis,North Texas,99,99,60,135,0,99,99,5,15,0,1,0,0
5,Miami (OH),17,Northwestern,14,Miami (OH),Northwestern,99,99,81,109,1,99,99,5,19,0,1,0,0
5,(4) Michigan,34,Maryland,27,Michigan,Maryland,4,99,63,103,0,4,99,5,12,1,0,0,0
5,Middle Tennessee State,45,(25) Miami (FL),31,Middle Tennessee State,Miami (FL),25,99,61,112,1,99,25,5,15,0,1,0,0
5,Minnesota,34,Michigan State,7,Minnesota,Michigan State,99,99,64,113,1,99,99,5,15,0,1,0,0
5,(16) Mississippi,35,Tulsa,27,Mississippi,Tulsa,16,99,67,201,0,16,99,5,16,1,0,0,0
5,Mississippi State,45,Bowling Green,14,Mississippi State,Bowling Green,99,99,68,23,0,99,99,5,12,1,0,0,0
5,Navy,23,East Carolina,20,Navy,East Carolina,99,99,29,120,1,99,99,5,18,1,0,0,0
5,Nevada-Las Vegas,34,Utah State,24,Nevada-Las Vegas,Utah State,99,99,120,123,1,99,99,5,19,1,0,0,0
5,New Mexico State,45,Hawaii,26,New Mexico State,Hawaii,99,99,76,71,0,99,99,5,20,1,0,0,0
5,(12) North Carolina State,41,Connecticut,10,North Carolina State,Connecticut,12,99,78,46,0,12,99,5,19,0,1,0,0
5,Notre Dame,45,North Carolina,32,Notre Dame,North Carolina,99,99,77,142,1,99,99,5,15,0,1,0,0
5,Ohio,59,Fordham,52,Ohio,Fordham,99,99,83,62,0,99,99,5,14,1,0,0,0
5,(3) Ohio State,52,Wisconsin,21,Ohio State,Wisconsin,3,99,84,222,0,3,99,5,19,0,1,0,0
5,Old Dominion,29,Arkansas State,26,Old Dominion,Arkansas State,99,99,87,13,0,99,99,5,18,1,0,0,0
5,(15) Oregon,44,Washington State,41,Oregon,Washington State,99,15,126,148,1,15,99,5,16,1,0,0,0
5,(14) Penn State,33,Central Michigan,14,Penn State,Central Michigan,14,99,90,35,0,14,99,5,12,1,0,0,0
5,(24) Pittsburgh,45,Rhode Island,24,Pittsburgh,Rhode Island,24,99,91,154,0,24,99,5,12,1,0,0,0
5,Purdue,28,Florida Atlantic,26,Purdue,Florida Atlantic,99,99,92,59,0,99,99,5,19,0,1,0,0
5,Sacramento State,41,Colorado State,10,Sacramento State,Colorado State,99,99,26,159,1,99,99,5,16,1,0,0,0
5,San Diego State,17,Toledo,14,San Diego State,Toledo,99,99,95,197,0,99,99,5,15,0,1,0,0
5,San Jose State,34,Western Michigan,6,San Jose State,Western Michigan,99,99,96,220,0,99,99,5,22,0,1,0,0
5,South Alabama,38,Louisiana Tech,14,South Alabama,Louisiana Tech,99,99,97,98,0,99,99,5,19,1,0,0,0
5,South Carolina,56,Charlotte,20,South Carolina,Charlotte,99,99,98,37,0,99,99,5,19,0,1,0,0
5,(7) Southern California,17,Oregon State,14,Southern California,Oregon State,99,7,89,173,1,7,99,5,21,0,1,0,0
5,Southern Mississippi,27,Tulane,24,Southern Mississippi,Tulane,99,99,116,176,1,99,99,5,19,1,0,0,0
5,Temple,28,Massachusetts,0,Temple,Massachusetts,99,99,105,104,0,99,99,5,14,1,0,0,0
5,(11) Tennessee,38,(20) Florida,33,Tennessee,Florida,11,20,106,57,0,11,20,5,15,0,1,0,0
5,(23) Texas A&M,23,(10) Arkansas,21,Texas A&M,Arkansas,99,99,72,226,3,23,10,5,19,1,0,0,0
5,Texas Christian,42,Southern Methodist,34,Texas Christian,Southern Methodist,99,99,101,191,1,99,99,5,12,1,0,0,0
5,Texas State,34,Houston Baptist,0,Texas State,Houston Baptist,99,99,110,74,0,99,99,5,19,1,0,0,0
5,Texas Tech,37,(22) Texas,34,Texas Tech,Texas,99,22,111,189,0,99,22,5,15,0,1,0,0
5,Texas-San Antonio,52,Texas Southern,24,Texas-San Antonio,Texas Southern,99,99,113,192,0,99,99,5,15,0,1,0,0
5,Troy,16,Marshall,7,Troy,Marshall,99,99,115,102,0,99,99,5,19,1,0,0,0
5,UCLA,45,Colorado,17,UCLA,Colorado,99,99,25,202,1,99,99,5,14,1,0,0,0
5,(13) Utah,34,Arizona State,13,Utah,Arizona State,99,13,6,203,1,13,99,5,22,0,1,0,0
5,(18) Washington,40,Stanford,22,Washington,Stanford,18,99,125,179,0,18,99,5,22,0,1,0,0
5,Western Kentucky,73,Florida International,0,Western Kentucky,Florida International,99,99,128,60,0,99,99,5,15,0,1,0,0
6,(19) Brigham Young,38,Utah State,26,Brigham Young,Utah State,19,99,16,204,0,19,99,3,20,1,0,0,0
6,South Carolina,50,South Carolina State,10,South Carolina,South Carolina State,99,99,98,166,0,99,99,3,19,1,0,0,0
6,Boise State,35,San Diego State,13,Boise State,San Diego State,99,99,13,162,0,99,99,4,20,1,0,0,0
6,Nevada-Las Vegas,31,New Mexico,20,Nevada-Las Vegas,New Mexico,99,99,74,125,0,99,99,4,11,1,0,0,0
6,Texas-San Antonio,45,Middle Tennessee State,30,Texas-San Antonio,Middle Tennessee State,99,99,65,196,1,99,99,4,19,0,1,0,0
6,Tulane,27,Houston,24,Tulane,Houston,99,99,41,200,1,99,99,4,19,1,0,0,0
6,UCLA,40,(15) Washington,32,UCLA,Washington,99,15,118,213,0,99,15,4,22,0,1,0,0
6,Air Force,13,Navy,10,Air Force,Navy,99,99,0,120,0,99,99,5,12,1,0,0,0
6,(2) Alabama,49,(20) Arkansas,26,Alabama,Arkansas,20,2,7,3,1,2,20,5,15,0,1,0,0
6,Appalachian State,49,Citadel,0,Appalachian State,Citadel,99,99,4,40,0,99,99,5,15,0,1,0,0
6,Arizona,43,Colorado,20,Arizona,Colorado,99,99,5,44,0,99,99,5,21,0,1,0,0
6,Arkansas State,45,Louisiana-Monroe,28,Arkansas State,Louisiana-Monroe,99,99,8,99,0,99,99,5,19,1,0,0,0
6,Ball State,44,Northern Illinois,38,Ball State,Northern Illinois,99,99,11,138,0,99,99,5,14,1,0,0,0
6,Boston College,34,Louisville,33,Boston College,Louisville,99,99,14,100,0,99,99,5,12,1,0,0,0
6,Bowling Green,31,Akron,28,Bowling Green,Akron,99,99,1,23,1,99,99,5,15,0,1,0,0
6,Buffalo,24,Miami (OH),20,Buffalo,Miami (OH),99,99,17,109,0,99,99,5,15,0,1,0,0
6,Cincinnati,31,Tulsa,21,Cincinnati,Tulsa,99,99,117,39,1,99,99,5,19,1,0,0,0
6,(5) Clemson,30,(10) North Carolina State,20,Clemson,North Carolina State,5,10,23,132,0,5,10,5,19,0,1,0,0
6,Coastal Carolina,34,Georgia Southern,30,Coastal Carolina,Georgia Southern,99,99,24,67,0,99,99,5,19,1,0,0,0
6,Connecticut,19,Fresno State,14,Connecticut,Fresno State,99,99,27,63,0,99,99,5,15,0,1,0,0
6,Duke,38,Virginia,17,Duke,Virginia,99,99,28,208,0,99,99,5,19,0,1,0,0
6,East Carolina,48,South Florida,28,East Carolina,South Florida,99,99,72,226,3,99,99,5,14,0,1,0,0
6,Eastern Michigan,20,Massachusetts,13,Eastern Michigan,Massachusetts,99,99,30,104,0,99,99,5,14,1,0,0,0
6,Florida International,21,New Mexico State,7,Florida International,New Mexico State,99,99,76,60,1,99,99,5,20,1,0,0,0
6,(1) Georgia,26,Missouri,22,Georgia,Missouri,99,1,69,66,1,1,99,5,19,0,1,0,0
6,Georgia State,31,Army,14,Georgia State,Army,99,99,9,68,1,99,99,5,12,1,0,0,0
6,Georgia Tech,26,(24) Pittsburgh,21,Georgia Tech,Pittsburgh,24,99,91,69,1,99,24,5,20,1,0,0,0
6,Illinois,34,Wisconsin,10,Illinois,Wisconsin,99,99,130,78,1,99,99,5,12,1,0,0,0
6,James Madison,40,Texas State,13,James Madison,Texas State,99,99,46,193,0,99,99,5,13,0,1,0,0
6,Kansas,14,Iowa State,11,Kansas,Iowa State,99,99,47,84,0,99,99,5,15,0,1,0,0
6,(25) Kansas State,37,Texas Tech,28,Kansas State,Texas Tech,25,99,48,194,0,25,99,5,12,1,0,0,0
6,Kent State,31,Ohio,24,Kent State,Ohio,99,99,49,143,0,99,99,5,15,0,1,0,0
6,Liberty,38,Old Dominion,24,Liberty,Old Dominion,99,99,87,94,1,99,99,5,18,1,0,0,0
6,Louisiana State,21,Auburn,17,Louisiana State,Auburn,99,99,10,97,1,99,99,5,19,1,0,0,0
6,Marshall,28,Gardner-Webb,7,Marshall,Gardner-Webb,99,99,57,65,0,99,99,5,15,0,1,0,0
6,Maryland,27,Michigan State,13,Maryland,Michigan State,99,99,58,111,0,99,99,5,15,0,1,0,0
6,Memphis,24,Temple,3,Memphis,Temple,99,99,60,184,0,99,99,5,12,1,0,0,0
6,(4) Michigan,27,Iowa,14,Michigan,Iowa,99,4,44,110,1,4,99,5,12,1,0,0,0
6,(14) Mississippi,22,(7) Kentucky,19,Mississippi,Kentucky,14,7,67,91,0,14,7,5,12,1,0,0,0
6,Mississippi State,42,(17) Texas A&M,24,Mississippi State,Texas A&M,99,17,68,190,0,99,17,5,16,1,0,0,0
6,Nebraska,35,Indiana,21,Nebraska,Indiana,99,99,71,81,0,99,99,5,19,0,1,0,0
6,North Carolina,41,Virginia Tech,10,North Carolina,Virginia Tech,99,99,77,210,0,99,99,5,15,0,1,0,0
6,North Texas,45,Florida Atlantic,28,North Texas,Florida Atlantic,99,99,79,59,0,99,99,5,16,1,0,0,0
6,(3) Ohio State,49,Rutgers,10,Ohio State,Rutgers,3,99,84,158,0,3,99,5,15,0,1,0,0
6,(9) Oklahoma State,36,(16) Baylor,25,Oklahoma State,Baylor,16,9,12,146,1,9,16,5,15,0,1,0,0
6,(13) Oregon,45,Stanford,27,Oregon,Stanford,13,99,88,179,0,13,99,5,11,1,0,0,0
6,(11) Penn State,17,Northwestern,7,Penn State,Northwestern,11,99,90,140,0,11,99,5,15,0,1,0,0
6,Purdue,20,(21) Minnesota,10,Purdue,Minnesota,21,99,66,153,1,99,21,5,12,1,0,0,0
6,Rice,28,Alabama-Birmingham,24,Rice,Alabama-Birmingham,99,99,93,6,0,99,99,5,19,0,1,0,0
6,San Jose State,33,Wyoming,16,San Jose State,Wyoming,99,99,131,163,1,99,99,5,19,0,1,0,0
6,South Alabama,20,Louisiana,17,South Alabama,Louisiana,99,99,52,164,1,99,99,5,17,1,0,0,0
6,(6) Southern California,42,Arizona State,25,Southern California,Arizona State,6,99,100,11,0,6,99,5,22,0,1,0,0
6,Syracuse,59,Wagner,0,Syracuse,Wagner,99,99,104,211,0,99,99,5,17,1,0,0,0
6,Texas,38,West Virginia,20,Texas,West Virginia,99,99,107,216,0,99,99,5,19,0,1,0,0
6,Texas Christian,55,(18) Oklahoma,24,Texas Christian,Oklahoma,99,18,109,145,0,99,18,5,12,1,0,0,0
6,Texas-El Paso,41,Charlotte,35,Texas-El Paso,Charlotte,99,99,21,195,1,99,99,5,18,1,0,0,0
6,Toledo,38,Central Michigan,17,Toledo,Central Michigan,99,99,114,35,0,99,99,5,15,0,1,0,0
6,Troy,34,Western Kentucky,27,Troy,Western Kentucky,99,99,128,199,1,99,99,5,19,1,0,0,0
6,(12) Utah,42,Oregon State,16,Utah,Oregon State,12,99,119,149,0,12,99,5,14,1,0,0,0
6,(22) Wake Forest,31,(23) Florida State,21,Wake Forest,Florida State,23,22,34,212,1,22,23,5,15,0,1,0,0
6,Washington State,28,California,9,Washington State,California,99,99,126,29,0,99,99,5,17,0,1,0,0
6,Western Michigan,44,New Hampshire,7,Western Michigan,New Hampshire,99,99,129,124,0,99,99,5,18,1,0,0,0
6,Florida,52,Eastern Washington,17,Florida,Eastern Washington,99,99,31,55,0,99,99,6,12,1,0,0,0
7,Central Florida,41,Southern Methodist,19,Central Florida,Southern Methodist,99,99,19,175,0,99,99,2,19,1,0,0,0
7,Colorado State,17,Nevada,14,Colorado State,Nevada,99,99,73,45,1,99,99,4,22,0,1,0,0
7,Houston,33,Memphis,32,Houston,Memphis,99,99,60,73,1,99,99,4,19,0,1,0,0
7,Nebraska,14,Rutgers,13,Nebraska,Rutgers,99,99,94,121,1,99,99,4,19,1,0,0,0
7,San Jose State,40,Nevada-Las Vegas,7,San Jose State,Nevada-Las Vegas,99,99,96,123,0,99,99,4,22,0,1,0,0
7,(1) Alabama,24,Texas A&M,20,Alabama,Texas A&M,1,99,2,190,0,1,99,5,20,1,0,0,0
7,Alabama-Birmingham,41,Middle Tennessee State,14,Alabama-Birmingham,Middle Tennessee State,99,99,3,112,0,99,99,5,15,0,1,0,0
7,Arizona State,45,(21) Washington,38,Arizona State,Washington,99,21,6,213,0,99,21,5,16,1,0,0,0
7,Ball State,17,Central Michigan,16,Ball State,Central Michigan,99,99,20,18,1,99,99,5,15,0,1,0,0
7,Boise State,40,Fresno State,20,Boise State,Fresno State,99,99,13,63,0,99,99,5,21,0,0,1,0
7,Buffalo,38,Bowling Green,7,Buffalo,Bowling Green,99,99,15,27,1,99,99,5,12,1,0,0,0
7,(24) Cincinnati,28,South Florida,24,Cincinnati,South Florida,24,99,22,169,0,24,99,5,14,0,1,0,0
7,(5) Clemson,31,Boston College,3,Clemson,Boston College,99,5,14,41,1,5,99,5,19,0,1,0,0
7,Coastal Carolina,28,Louisiana-Monroe,21,Coastal Carolina,Louisiana-Monroe,99,99,55,42,1,99,99,5,20,1,0,0,0
7,Connecticut,33,Florida International,12,Connecticut,Florida International,99,99,33,46,1,99,99,5,19,1,0,0,0
7,Eastern Michigan,45,Western Michigan,23,Eastern Michigan,Western Michigan,99,99,129,54,1,99,99,5,12,1,0,0,0
7,Florida,24,Missouri,17,Florida,Missouri,99,99,31,116,0,99,99,5,12,1,0,0,0
7,(2) Georgia,42,Auburn,10,Georgia,Auburn,2,99,36,16,0,2,99,5,15,0,1,0,0
7,Georgia State,41,Georgia Southern,33,Georgia State,Georgia Southern,99,99,38,67,0,99,99,5,14,1,0,0,0
7,Georgia Tech,23,Duke,20,Georgia Tech,Duke,99,99,39,48,0,99,99,5,16,1,0,0,0
7,Illinois,9,Iowa,6,Illinois,Iowa,99,99,42,83,0,99,99,5,19,0,1,0,0
7,James Madison,42,Arkansas State,20,James Madison,Arkansas State,99,99,8,86,1,99,99,5,19,1,0,0,0
7,(20) Kansas State,10,Iowa State,9,Kansas State,Iowa State,99,20,45,88,1,20,99,5,19,0,1,0,0
7,Liberty,42,Massachusetts,24,Liberty,Massachusetts,99,99,59,94,1,99,99,5,15,0,1,0,0
7,Louisiana Tech,41,Texas-El Paso,31,Louisiana Tech,Texas-El Paso,99,99,54,195,0,99,99,5,19,1,0,0,0
7,Louisville,34,Virginia,17,Louisville,Virginia,99,99,122,100,1,99,99,5,12,1,0,0,0
7,Miami (OH),27,Kent State,24,Miami (OH),Kent State,99,99,62,90,0,99,99,5,15,0,1,0,0
7,(4) Michigan,31,Indiana,10,Michigan,Indiana,99,4,43,110,1,4,99,5,12,1,0,0,0
7,(9) Mississippi,52,Vanderbilt,28,Mississippi,Vanderbilt,99,9,121,114,1,9,99,5,16,1,0,0,0
7,(23) Mississippi State,40,Arkansas,17,Mississippi State,Arkansas,23,99,68,12,0,23,99,5,12,1,0,0,0
7,Navy,53,Tulsa,21,Navy,Tulsa,99,99,70,201,0,99,99,5,15,0,1,0,0
7,North Carolina,27,Miami (FL),24,North Carolina,Miami (FL),99,99,61,130,1,99,99,5,16,1,0,0,0
7,(14) North Carolina State,19,Florida State,17,North Carolina State,Florida State,14,99,78,61,0,14,99,5,20,1,0,0,0
7,Notre Dame,28,(16) Brigham Young,20,Notre Dame,Brigham Young,99,99,72,226,3,99,16,5,19,0,1,0,0
7,Ohio,55,Akron,34,Ohio,Akron,99,99,83,2,0,99,99,5,14,1,0,0,0
7,(3) Ohio State,49,Michigan State,20,Ohio State,Michigan State,99,3,64,144,1,3,99,5,16,1,0,0,0
7,(7) Oklahoma State,41,Texas Tech,31,Oklahoma State,Texas Tech,7,99,86,194,0,7,99,5,15,0,1,0,0
7,(12) Oregon,49,Arizona,22,Oregon,Arizona,99,12,5,148,1,12,99,5,20,1,0,0,0
7,Oregon State,28,Stanford,27,Oregon State,Stanford,99,99,103,149,1,99,99,5,11,1,0,0,0
7,Pittsburgh,45,Virginia Tech,29,Pittsburgh,Virginia Tech,99,99,91,210,0,99,99,5,15,0,1,0,0
7,Purdue,31,Maryland,29,Purdue,Maryland,99,99,58,153,1,99,99,5,12,1,0,0,0
7,San Diego State,16,Hawaii,14,San Diego State,Hawaii,99,99,95,71,0,99,99,5,22,0,1,0,0
7,South Carolina,24,(13) Kentucky,14,South Carolina,Kentucky,13,99,50,165,1,99,13,5,19,0,1,0,0
7,(6) Southern California,30,Washington State,14,Southern California,Washington State,6,99,100,214,0,6,99,5,19,0,1,0,0
7,(8) Tennessee,40,(25) Louisiana State,13,Tennessee,Louisiana State,25,8,53,185,1,8,25,5,12,1,0,0,0
7,Texas,49,Oklahoma,0,Texas,Oklahoma,99,99,72,226,3,99,99,5,12,1,0,0,0
7,(17) Texas Christian,38,(19) Kansas,31,Texas Christian,Kansas,19,17,47,191,1,17,19,5,12,1,0,0,0
7,Texas State,36,Appalachian State,24,Texas State,Appalachian State,99,99,110,9,0,99,99,5,19,1,0,0,0
7,Texas-San Antonio,31,Western Kentucky,28,Texas-San Antonio,Western Kentucky,99,99,113,219,0,99,99,5,18,1,0,0,0
7,Toledo,52,Northern Illinois,32,Toledo,Northern Illinois,99,99,80,197,1,99,99,5,15,0,1,0,0
7,Troy,27,Southern Mississippi,10,Troy,Southern Mississippi,99,99,115,176,0,99,99,5,19,1,0,0,0
7,Tulane,24,East Carolina,9,Tulane,East Carolina,99,99,116,50,0,99,99,5,15,0,1,0,0
7,(18) UCLA,42,(11) Utah,32,UCLA,Utah,18,11,118,203,0,18,11,5,15,0,1,0,0
7,Utah State,34,Air Force,27,Utah State,Air Force,99,99,120,1,0,99,99,5,19,1,0,0,0
7,(15) Wake Forest,45,Army,10,Wake Forest,Army,15,99,124,15,0,15,99,5,19,0,1,0,0
7,Wisconsin,42,Northwestern,7,Wisconsin,Northwestern,99,99,81,222,1,99,99,5,15,0,1,0,0
7,Wyoming,27,New Mexico,14,Wyoming,New Mexico,99,99,75,224,1,99,99,5,19,1,0,0,0
8,Louisiana,23,Marshall,13,Louisiana,Marshall,99,99,57,96,1,99,99,2,19,0,1,0,0
8,Central Florida,70,Temple,13,Central Florida,Temple,99,99,19,184,0,99,99,3,19,1,0,0,0
8,West Virginia,43,Baylor,40,West Virginia,Baylor,99,99,127,19,0,99,99,3,19,1,0,0,0
8,Southern Methodist,40,Navy,34,Southern Methodist,Navy,99,99,101,120,0,99,99,4,19,0,1,0,0
8,Texas-San Antonio,30,Florida International,10,Texas-San Antonio,Florida International,99,99,33,196,1,99,99,4,20,1,0,0,0
8,Air Force,42,Nevada-Las Vegas,7,Air Force,Nevada-Las Vegas,99,99,74,1,1,99,99,5,21,0,1,0,0
8,Alabama-Birmingham,34,Charlotte,20,Alabama-Birmingham,Charlotte,99,99,3,37,0,99,99,5,15,0,1,0,0
8,Arkansas,52,Brigham Young,35,Arkansas,Brigham Young,99,99,16,12,1,99,99,5,15,0,1,0,0
8,Army,42,Colgate,17,Army,Colgate,99,99,9,43,0,99,99,5,12,1,0,0,0
8,Ball State,25,Connecticut,21,Ball State,Connecticut,99,99,11,46,0,99,99,5,14,1,0,0,0
8,Bowling Green,17,Miami (OH),13,Bowling Green,Miami (OH),99,99,15,109,0,99,99,5,12,1,0,0,0
8,Buffalo,34,Massachusetts,7,Buffalo,Massachusetts,99,99,59,27,1,99,99,5,13,1,0,0,0
8,Central Michigan,28,Akron,21,Central Michigan,Akron,99,99,1,35,1,99,99,5,12,1,0,0,0
8,(4) Clemson,34,Florida State,28,Clemson,Florida State,99,4,34,41,1,4,99,5,19,0,1,0,0
8,Colorado,20,California,13,Colorado,California,99,99,25,29,0,99,99,5,14,1,0,0,0
8,East Carolina,47,Memphis,45,East Carolina,Memphis,99,99,29,106,0,99,99,5,19,0,1,0,0
8,Florida Atlantic,17,Rice,14,Florida Atlantic,Rice,99,99,32,155,0,99,99,5,18,1,0,0,0
8,Fresno State,17,San Jose State,10,Fresno State,San Jose State,99,99,35,163,0,99,99,5,22,0,0,1,0
8,(1) Georgia,55,Vanderbilt,0,Georgia,Vanderbilt,1,99,36,206,0,1,99,5,15,0,1,0,0
8,Georgia Southern,45,(25) James Madison,38,Georgia Southern,James Madison,99,25,37,86,0,99,25,5,16,1,0,0,0
8,Hawaii,31,Nevada,16,Hawaii,Nevada,99,99,40,122,0,99,99,5,11,1,0,0,0
8,(24) Illinois,26,Minnesota,14,Illinois,Minnesota,24,99,42,113,0,24,99,5,12,1,0,0,0
8,(22) Kentucky,27,(16) Mississippi State,17,Kentucky,Mississippi State,22,16,50,115,0,22,16,5,19,0,1,0,0
8,Liberty,21,Gardner-Webb,20,Liberty,Gardner-Webb,99,99,51,65,0,99,99,5,15,0,1,0,0
8,Louisiana State,45,Florida,35,Louisiana State,Florida,99,99,31,97,1,99,99,5,19,1,0,0,0
8,Maryland,38,Indiana,33,Maryland,Indiana,99,99,43,103,1,99,99,5,15,0,1,0,0
8,Miami (FL),20,Virginia Tech,14,Miami (FL),Virginia Tech,99,99,123,108,1,99,99,5,12,0,1,0,0
8,(5) Michigan,41,(10) Penn State,17,Michigan,Penn State,5,10,63,150,0,5,10,5,12,1,0,0,0
8,Michigan State,34,Wisconsin,28,Michigan State,Wisconsin,99,99,64,222,0,99,99,5,16,1,0,0,0
8,(9) Mississippi,48,Auburn,34,Mississippi,Auburn,9,99,67,16,0,9,99,5,12,1,0,0,0
8,New Mexico State,21,New Mexico,9,New Mexico State,New Mexico,99,99,76,125,0,99,99,5,20,1,0,0,0
8,North Carolina,38,Duke,35,North Carolina,Duke,99,99,28,130,1,99,99,5,20,1,0,0,0
8,North Texas,47,Louisiana Tech,27,North Texas,Louisiana Tech,99,99,79,98,0,99,99,5,16,1,0,0,0
8,Northern Illinois,39,Eastern Michigan,10,Northern Illinois,Eastern Michigan,99,99,30,138,1,99,99,5,15,0,1,0,0
8,Ohio,33,Western Michigan,14,Ohio,Western Michigan,99,99,129,143,1,99,99,5,15,0,1,0,0
8,Oklahoma,52,(19) Kansas,42,Oklahoma,Kansas,99,19,85,87,0,99,19,5,12,1,0,0,0
