Wk,winners,losers,home_rank,away_rank,home_team_code,away_team_code,home_results,day_code
9,San Diego State,Nevada,99,99,73,160,1,5
9,San Jose State,New Mexico State,99,99,76,161,1,5
9,South Carolina,Texas A&M,99,99,98,188,0,5
9,Southern Mississippi,Texas State,99,99,110,174,1,5
9,Stanford,Arizona State,99,99,103,11,0,5
9,Tennessee,Tennessee-Martin,3,99,106,186,0,5
9,Texas Christian,Kansas State,8,99,109,87,0,5
9,Texas Tech,West Virginia,99,99,111,213,0,5
9,Texas-El Paso,Florida Atlantic,99,99,112,58,0,5
9,Texas-San Antonio,North Texas,99,99,113,133,0,5
9,Tulane,Memphis,99,99,116,105,0,5
9,Wake Forest,Boston College,99,99,124,22,0,5
9,Washington,California,99,99,18,210,1,5
9,Western Michigan,Miami (OH),99,99,62,217,1,5
9,Wisconsin,Purdue,99,99,130,151,0,5
9,Wyoming,Utah State,99,99,131,202,0,5
10,North Carolina State,Virginia Tech,99,99,78,207,0,3
10,Southern Mississippi,Louisiana,99,99,102,95,0,3
10,Utah,Washington State,99,99,126,201,1,3
10,East Carolina,Brigham Young,99,99,16,50,1,4
10,Florida International,Louisiana Tech,99,99,33,97,0,4
10,Appalachian State,Robert Morris,99,99,4,155,0,5
10,Arizona State,Colorado,99,99,25,11,1,5
10,Arkansas,Auburn,99,99,10,12,1,5
10,Baylor,Texas Tech,99,99,111,19,1,5
10,Boise State,Colorado State,99,99,13,45,0,5
10,Central Florida,Cincinnati,99,99,19,39,0,5
10,Charlotte,Rice,99,99,93,37,1,5
10,Coastal Carolina,Marshall,99,99,57,42,1,5
10,Connecticut,Boston College,99,99,27,22,0,5
10,Florida Atlantic,Alabama-Birmingham,99,99,32,6,0,5
10,Florida State,Georgia Tech,99,99,34,68,0,5
10,Fresno State,San Diego State,99,99,35,160,0,5
10,Georgia,Florida,99,99,72,223,3,5
10,Georgia State,Old Dominion,99,99,38,145,0,5
10,Houston,South Florida,99,99,41,167,0,5
10,Illinois,Nebraska,99,99,71,77,1,5
10,Iowa,Northwestern,99,99,44,138,0,5
10,Kansas State,Oklahoma State,99,9,48,144,0,5
10,Louisville,Wake Forest,99,99,56,209,0,5
10,Miami (FL),Virginia,99,99,122,107,1,5
10,Miami (OH),Akron,99,99,1,108,1,5
10,Michigan,Michigan State,4,99,63,110,0,5
10,Middle Tennessee State,Texas-El Paso,99,99,112,111,1,5
10,Minnesota,Rutgers,99,99,66,156,0,5
10,Mississippi,Texas A&M,99,99,108,113,1,5
10,Missouri,South Carolina,99,99,98,115,1,5
10,Navy,Temple,99,99,70,182,0,5
10,New Mexico State,Massachusetts,99,99,59,125,1,5
10,North Carolina,Pittsburgh,99,99,77,149,0,5
10,North Texas,Western Kentucky,99,99,128,133,1,5
10,Notre Dame,Syracuse,99,99,104,140,1,5
10,Ohio State,Penn State,99,2,90,142,1,5
10,Oklahoma,Iowa State,99,99,45,143,1,5
10,Oregon,California,99,8,18,146,1,5
10,San Jose State,Nevada,99,99,96,121,0,5
10,South Alabama,Arkansas State,99,99,8,162,1,5
10,Southern California,Arizona,99,99,5,171,1,5
10,Southern Methodist,Tulsa,99,99,117,173,1,5
10,Tennessee,Kentucky,3,99,106,90,0,5
10,Texas Christian,West Virginia,99,7,127,189,1,5
10,Toledo,Eastern Michigan,99,99,30,195,1,5
10,UCLA,Stanford,99,99,118,177,0,5
10,Wyoming,Hawaii,99,99,40,221,1,6
11,Ball State,Kent State,99,99,49,18,1,1
11,Ohio,Buffalo,99,99,83,27,0,1
11,Bowling Green,Western Michigan,99,99,15,217,0,2
11,Central Michigan,Northern Illinois,99,99,80,35,1,2
11,Coastal Carolina,Appalachian State,99,99,24,9,0,3
11,Rice,Texas-El Paso,99,99,93,193,0,3
11,Connecticut,Massachusetts,99,99,27,103,0,4
11,Duke,Boston College,99,99,14,48,1,4
11,Washington,Oregon State,99,99,125,147,0,4
11,Air Force,Army,99,99,72,223,3,5
11,Baylor,Oklahoma,99,99,85,19,1,5
11,Brigham Young,Boise State,99,99,13,24,1,5
11,Central Florida,Memphis,99,99,60,34,1,5
11,Cincinnati,Navy,99,99,22,119,0,5
11,Florida,Texas A&M,99,99,108,56,1,5
11,Florida State,Miami (FL),99,99,61,60,1,5
11,Fresno State,Hawaii,99,99,35,70,0,5
11,Georgia,Tennessee,1,2,36,183,0,5
11,Georgia State,Southern Mississippi,99,99,102,67,1,5
11,Georgia Tech,Virginia Tech,99,99,123,68,1,5
11,Iowa,Purdue,99,99,92,82,1,5
11,Iowa State,West Virginia,99,99,45,213,0,5
11,Kansas,Oklahoma State,99,99,47,144,0,5
11,Kentucky,Missouri,99,99,69,90,1,5
11,Liberty,Arkansas,99,99,7,93,1,5
11,Louisiana State,Alabama,99,6,53,3,0,5
11,Louisiana Tech,Middle Tennessee State,99,99,54,111,0,5
11,Louisiana-Monroe,Texas State,99,99,55,191,0,5
11,Louisville,James Madison,99,99,56,85,0,5
11,Marshall,Old Dominion,99,99,87,101,1,5
11,Michigan,Rutgers,99,4,94,109,1,5
11,Michigan State,Illinois,99,99,42,110,1,5
11,Minnesota,Nebraska,99,99,71,112,1,5
11,Mississippi State,Auburn,99,99,68,16,0,5
11,North Carolina,Virginia,99,99,122,128,1,5
11,North Carolina State,Wake Forest,99,99,78,209,0,5
11,North Texas,Florida International,99,99,79,59,0,5
11,Notre Dame,Clemson,99,5,82,41,0,5
11,Ohio State,Northwestern,99,2,81,142,1,5
11,Oregon,Colorado,99,8,25,146,1,5
11,Penn State,Indiana,99,99,43,148,1,5
11,Pittsburgh,Syracuse,99,99,91,180,0,5
11,San Diego State,Nevada-Las Vegas,99,99,95,122,0,5
11,San Jose State,Colorado State,99,99,96,45,0,5
11,South Alabama,Georgia Southern,99,99,37,162,1,5
11,South Carolina,Vanderbilt,99,99,121,163,1,5
11,Southern California,California,9,99,100,29,0,5
11,Southern Methodist,Houston,99,99,101,72,0,5
11,Temple,South Florida,99,99,105,167,0,5
11,Texas,Kansas State,99,99,48,187,1,5
11,Texas Christian,Texas Tech,7,99,109,192,0,5
11,Texas-San Antonio,Alabama-Birmingham,99,99,3,194,1,5
11,Troy,Louisiana,99,99,52,197,1,5
11,Tulane,Tulsa,99,99,117,198,1,5
11,UCLA,Arizona State,99,99,6,200,1,5
11,Utah,Arizona,99,99,119,10,0,5
11,Utah State,New Mexico,99,99,120,124,0,5
11,Washington State,Stanford,99,99,103,211,1,5
11,Western Kentucky,Charlotte,99,99,21,216,1,5
11,Wisconsin,Maryland,99,99,130,102,0,5
