iter	Logloss
466	0.4844183015
467	0.484398449
468	0.4842542409
469	0.4841204958
470	0.484017272
471	0.4837656372
472	0.483492844
473	0.4833932687
474	0.4832226645
475	0.4829876431
476	0.4827551491
477	0.4827063989
478	0.4826617794
479	0.4823641204
480	0.4822344657
481	0.4820761001
482	0.4817601191
483	0.4814911577
484	0.4813604408
485	0.4810770723
486	0.4809745663
487	0.4807164915
488	0.4805224972
489	0.4802241143
490	0.480160001
491	0.4799348342
492	0.4798331166
493	0.4796284052
494	0.4793173267
495	0.4790867441
496	0.4789485483
497	0.4787878615
498	0.4785897577
499	0.4784931594
500	0.4781718078
501	0.4779045665
502	0.4776401096
503	0.4774410117
504	0.4772853042
505	0.4770892819
506	0.4769575921
507	0.4765169637
508	0.4763025074
509	0.4759860709
510	0.4758558127
511	0.4757567434
512	0.4756822236
513	0.4753202821
514	0.4748616266
515	0.4747025656
516	0.4745824929
517	0.4743828777
518	0.4740863915
519	0.4738464896
520	0.4737125192
521	0.4735026122
522	0.4734378436
523	0.4733363227
524	0.4730066674
525	0.4727585931
526	0.4725793702
527	0.4721825365
528	0.4720631782
529	0.4717862046
530	0.4717740945
531	0.47153163
532	0.4712371814
533	0.4709184364
534	0.4708082052
535	0.4705572255
536	0.4703573898
537	0.4701202155
538	0.4700027144
539	0.469703356
540	0.4694511934
541	0.4693289003
542	0.4691666677
543	0.4689411669
544	0.4687400903
545	0.4682351767
546	0.4680489704
547	0.4679316175
548	0.4675109975
549	0.467230212
550	0.4669433865
551	0.4666399994
552	0.4664190387
553	0.4662743072
554	0.4660174811
555	0.4658386703
556	0.4656772281
557	0.4655471454
558	0.4651145209
559	0.4649665934
560	0.4647628766
561	0.4644511206
562	0.4641574764
563	0.4638793994
564	0.4637733394
565	0.4636765173
566	0.4635987686
567	0.4634396104
568	0.4632114748
569	0.4629974375
570	0.4629930773
571	0.4627218476
572	0.4626498937
573	0.4623304791
574	0.4622622668
575	0.4621487926
576	0.4619547376
577	0.4618097165
578	0.4617382972
579	0.4614575772
580	0.4612605143
581	0.460986309
582	0.4607808884
583	0.4604915299
584	0.4603802123
585	0.4602219107
586	0.4600898137
587	0.45978578
588	0.459643212
589	0.4594370508
590	0.459283457
591	0.4590530892
592	0.4587164881
593	0.4584906466
594	0.4582962878
595	0.4582168775
596	0.4580167701
597	0.4577925034
598	0.4576541469
599	0.457523902
600	0.4573844286
601	0.4572612488
602	0.4571045889
603	0.456821175
604	0.4567332121
605	0.4565489794
606	0.4563380261
607	0.4561860011
608	0.4559094862
609	0.4556778328
610	0.4554075843
611	0.4551977555
612	0.4551051011
613	0.4549705678
614	0.4548088984
615	0.4545846502
616	0.4543851935
617	0.4542363412
618	0.4539362139
619	0.4537759757
620	0.4536082784
621	0.4534232872
622	0.4532536961
623	0.4530592043
624	0.4528934183
625	0.4527740362
626	0.4525228777
627	0.452407688
628	0.4522026192
629	0.4519770685
630	0.4516076417
631	0.4513751274
632	0.4511277873
633	0.4508113138
634	0.4506073765
635	0.4505073944
636	0.4503829798
637	0.4502048586
638	0.4496068957
639	0.4493791748
640	0.4493352263
641	0.4492557581
642	0.4490281728
643	0.4487949453
644	0.4486469162
645	0.4485212858
646	0.4483299678
647	0.4481884313
648	0.4478970705
649	0.4477743589
650	0.4476144924
651	0.4472840594
652	0.4472064557
653	0.4468753836
654	0.4467054386
655	0.4465507257
656	0.4462986944
657	0.4459632799
658	0.4457834155
659	0.4456336421
660	0.4454946373
661	0.4452961175
662	0.4451275191
663	0.4448554621
664	0.4445113339
665	0.4444030819
666	0.4443113808
667	0.4440660383
668	0.4439117081
669	0.4436697716
670	0.4434825071
671	0.4433471438
672	0.4429765791
673	0.4427508432
674	0.4423749023
675	0.4423344133
676	0.4422137225
677	0.4419707593
678	0.4415344621
679	0.441411653
680	0.4411722162
681	0.4408863884
682	0.4407917008
683	0.4406169856
684	0.4403937529
685	0.4402912562
686	0.4400017279
687	0.4397712203
688	0.4395973558
689	0.4394065664
690	0.4392554913
691	0.4390398012
692	0.4389843949
693	0.4386179715
694	0.4384931704
695	0.4383026093
696	0.4381465796
697	0.4380162185
698	0.437863523
699	0.4376256011
700	0.4374754016
701	0.4372617613
702	0.4370793944
703	0.4367369291
704	0.436516822
705	0.4364183182
706	0.436278563
707	0.4361188494
708	0.4359777657
709	0.4357429792
710	0.4356170037
711	0.4355107924
712	0.4354329207
713	0.4349873103
714	0.4348750699
715	0.434599946
716	0.4344248654
717	0.4341183408
718	0.4339224642
719	0.4336384682
720	0.4332403371
721	0.4330554121
722	0.4327142624
723	0.4325975533
724	0.4323637626
725	0.4321799068
726	0.4320473496
727	0.4318971397
728	0.4317735645
729	0.4316140929
730	0.4313862446
731	0.4311877409
732	0.4308754684
733	0.4307312669
734	0.4305393219
735	0.4304078807
736	0.430237192
737	0.4300551797
738	0.4297909658
739	0.4296808288
740	0.4296011751
741	0.4293878092
742	0.4292083516
743	0.4288807855
744	0.4286415408
745	0.4283532108
746	0.4282435825
747	0.4279417949
748	0.4275721785
749	0.4273482388
750	0.4272258202
751	0.4271417031
752	0.4269009825
753	0.426786993
754	0.4265528784
755	0.4263589915
756	0.4261985293
757	0.4260860445
758	0.4257601033
759	0.4255902243
760	0.425374446
761	0.4250976134
762	0.4249178161
763	0.4247473688
764	0.4246720119
765	0.4243974688
766	0.4241644544
767	0.4239838664
768	0.4237612897
769	0.4234401307
770	0.4232959981
771	0.4231053506
772	0.422993408
773	0.4227718401
774	0.4224715473
775	0.4223589857
776	0.422101485
777	0.4220020792
778	0.4218457692
779	0.4215839763
780	0.4213404071
781	0.4212328561
782	0.4209039158
783	0.420739605
784	0.4206532851
785	0.4205140507
786	0.4203485107
787	0.4202081505
788	0.4201073751
789	0.4200272431
790	0.4199265692
791	0.4198170554
792	0.4194742254
793	0.4192079809
794	0.4189901346
795	0.4186943146
796	0.4184372173
797	0.4181988303
798	0.417947319
799	0.4177701607
800	0.4175631843
801	0.4174659967
802	0.4171217183
803	0.4168605035
804	0.4167885499
805	0.4166544918
806	0.4164769756
807	0.4161783272
808	0.4160617025
809	0.4159175276
810	0.4157645894
811	0.4154581054
812	0.415189689
813	0.41506622
814	0.4147698537
815	0.4146691275
816	0.4144622309
817	0.4141945531
818	0.414076772
819	0.413806315
820	0.413592392
821	0.4132814712
822	0.4131104876
823	0.4127937614
824	0.4126358627
825	0.4122833615
826	0.4120085297
827	0.411941249
828	0.4117902033
829	0.4115579591
830	0.4113867302
831	0.4112821239
832	0.4111613859
833	0.4109702582
834	0.4107671505
835	0.4106156455
836	0.4104470259
837	0.4103146839
838	0.4100116766
839	0.4098168466
840	0.4097039939
841	0.4094844153
842	0.4093185291
843	0.4090882088
844	0.4087512008
845	0.408585169
846	0.4084388162
847	0.4084099534
848	0.4082389156
849	0.4081753599
850	0.4080555222
851	0.408020526
852	0.4078764086
853	0.4077331046
854	0.407388462
855	0.4071950081
856	0.4070137305
857	0.4067829287
858	0.406598029
859	0.4062312584
860	0.4059086323
861	0.40567377
862	0.4053789039
863	0.405205939
864	0.4049218519
865	0.4047538986
866	0.4044945073
867	0.4043345561
868	0.4041558688
869	0.4039799569
870	0.4038488853
871	0.4036966573
872	0.4034888595
873	0.4033671989
874	0.4030807618
875	0.402822212
876	0.4026218764
877	0.4023191363
878	0.4018575976
879	0.4017150798
880	0.4015038787
881	0.4013687084
882	0.4010222201
883	0.4008336292
884	0.4006114571
885	0.400338911
886	0.400080087
887	0.3998096636
888	0.3996938725
889	0.3994809014
890	0.399146939
891	0.3988556965
892	0.3987624917
893	0.3986793734
894	0.3984956182
895	0.3982848076
896	0.3981514815
897	0.3980258965
898	0.397710506
899	0.397585267
900	0.3974511891
901	0.3972232237
902	0.3967721368
903	0.3964704759
904	0.3960782307
905	0.3957531634
906	0.3956318555
907	0.3955123299
908	0.3952724337
909	0.3950092715
910	0.394831642
911	0.394661928
912	0.3945859624
913	0.3944740784
914	0.3941243555
915	0.3939507619
916	0.3936817157
917	0.3934886725
918	0.3932087386
919	0.3928200329
920	0.3926979762
921	0.3925617105
922	0.3924270347
923	0.3921057648
924	0.3919850124
925	0.391665493
926	0.3913143228
927	0.3911718029
928	0.3909044563
929	0.3906195405
930	0.3905000073
931	0.3902623698
932	0.3900384829
933	0.3899961107
934	0.389778199
935	0.389579364
936	0.3894287631
937	0.3892002538
938	0.3888961536
939	0.3885800775
940	0.3882115801
941	0.3881805452
942	0.3881024342
943	0.3880049313
944	0.3877432159
945	0.3874762593
946	0.3872678858
947	0.3871835066
948	0.3869774249
949	0.386791358
950	0.3866619823
951	0.3863376397
952	0.3861575854
953	0.3857879114
954	0.3856162356
955	0.3854580014
956	0.3853467608
957	0.3850289784
958	0.3847299587
959	0.3844249048
960	0.3842151348
961	0.3840193599
962	0.3837111768
963	0.3836307892
964	0.3835198137
965	0.3833825727
966	0.3831099508
967	0.382716899
968	0.3826332089
969	0.3824669526
970	0.3822192219
971	0.3819879638
972	0.381813605
973	0.3816034546
974	0.3812929703
975	0.3811067423
976	0.3809350673
977	0.3808571122
978	0.3805948018
979	0.3803030263
980	0.3799629213
981	0.3797409424
982	0.3793980965
983	0.3792129164
984	0.3791645004
985	0.3788789275
986	0.3786837154
987	0.3784170467
988	0.3782034525
989	0.3781535799
990	0.377998193
991	0.3776538383
992	0.3775685848
993	0.3773543714
994	0.3771690724
995	0.3770969414
996	0.3768003523
997	0.3765080605
998	0.3762993464
999	0.3762127036
.3693264694
98028
