iter	Passed	Remaining
470	767	861
471	769	860
472	770	858
473	771	856
474	772	854
475	773	851
476	776	851
477	777	849
478	778	847
479	780	845
480	781	843
481	783	841
482	784	839
483	786	839
484	788	836
485	789	834
486	790	832
487	792	830
488	793	829
489	794	826
490	795	825
491	797	822
492	798	821
493	800	820
494	802	818
495	803	815
496	804	813
497	805	811
498	806	809
499	808	808
500	810	807
501	811	805
502	813	803
503	814	801
504	815	799
505	816	797
506	817	795
507	818	793
508	821	792
509	822	790
510	824	788
511	825	786
512	826	785
513	828	782
514	829	781
515	830	778
516	831	776
517	833	775
518	834	773
519	835	771
520	836	769
521	840	769
522	841	767
523	842	765
524	844	763
525	845	762
526	847	760
527	848	758
528	851	758
529	852	756
530	853	753
531	854	751
532	855	749
533	857	748
534	859	746
535	862	746
536	863	744
537	864	742
538	866	740
539	868	739
540	869	737
541	871	736
542	872	734
543	880	738
544	881	736
545	883	734
546	885	733
547	887	731
548	888	730
549	889	728
550	891	726
551	892	723
552	893	722
553	897	722
554	898	720
555	900	718
556	901	716
557	902	715
558	903	713
559	905	711
560	909	711
561	910	709
562	912	707
563	913	706
564	914	704
565	916	702
566	917	700
567	918	698
568	921	697
569	922	695
570	923	693
571	924	691
572	925	690
573	927	688
574	928	686
575	929	684
576	934	685
577	936	683
578	937	681
579	938	679
580	940	678
581	941	676
582	942	674
583	946	674
584	948	672
585	949	670
586	950	668
587	951	666
588	952	664
589	954	662
590	955	660
591	958	660
592	959	658
593	960	656
594	961	654
595	962	652
596	964	650
597	965	648
598	966	647
599	967	645
600	968	643
601	969	641
602	971	639
603	972	637
604	973	635
605	974	633
606	976	631
607	978	631
608	980	629
609	981	627
610	982	625
611	983	623
612	984	621
613	985	619
614	987	617
615	988	615
616	990	614
617	991	613
618	993	611
619	994	609
620	995	607
621	996	605
622	998	604
623	1002	603
624	1003	602
625	1004	600
626	1005	598
627	1007	596
628	1008	594
629	1009	592
630	1010	591
631	1013	590
632	1016	589
633	1017	587
634	1019	585
635	1020	583
636	1021	582
637	1023	580
638	1027	580
639	1028	578
640	1030	577
641	1031	575
642	1032	573
643	1033	571
644	1034	569
645	1036	567
646	1039	566
647	1040	565
648	1041	563
649	1043	561
650	1044	559
651	1045	558
652	1047	556
653	1048	554
654	1049	552
655	1050	551
656	1052	549
657	1054	548
658	1055	546
659	1057	544
660	1058	542
661	1059	540
662	1060	539
663	1061	537
664	1062	535
665	1065	534
666	1066	532
667	1067	530
668	1068	528
669	1069	526
670	1070	525
671	1071	523
672	1073	521
673	1075	520
674	1077	518
675	1078	516
676	1079	515
677	1081	513
678	1082	511
679	1084	510
680	1087	509
681	1088	507
682	1091	506
683	1093	505
684	1094	503
685	1095	501
686	1096	499
687	1098	497
688	1099	496
689	1100	494
690	1102	492
691	1103	491
692	1105	489
693	1106	487
694	1109	486
695	1110	485
696	1112	483
697	1114	482
698	1115	480
699	1116	478
700	1118	476
701	1122	476
702	1123	474
703	1125	473
704	1126	471
705	1127	469
706	1128	467
707	1129	465
708	1131	464
709	1133	463
710	1134	461
711	1136	459
712	1137	457
713	1139	456
714	1140	454
715	1141	452
716	1143	451
717	1145	450
718	1149	449
719	1150	447
720	1152	445
721	1153	444
722	1155	442
723	1156	440
724	1157	439
725	1158	437
726	1159	435
727	1161	433
728	1162	432
729	1163	430
730	1164	428
731	1165	426
732	1167	425
733	1169	423
734	1170	422
735	1171	420
736	1173	418
737	1173	416
738	1175	414
739	1176	413
740	1177	411
741	1179	410
742	1181	408
743	1182	406
744	1184	405
745	1185	403
746	1186	401
747	1187	400
748	1189	398
749	1190	396
750	1191	394
751	1192	393
752	1195	391
753	1196	390
754	1197	388
755	1198	386
756	1199	385
757	1200	383
758	1201	381
759	1203	379
760	1205	378
761	1206	376
762	1208	375
763	1209	373
764	1210	371
765	1211	370
766	1212	368
767	1216	367
768	1218	366
769	1220	364
770	1221	362
771	1222	361
772	1223	359
773	1225	357
774	1226	356
775	1229	354
776	1231	353
777	1232	351
778	1233	349
779	1234	348
780	1236	346
781	1237	344
782	1239	343
783	1244	342
784	1245	341
785	1246	339
786	1247	337
787	1249	336
788	1250	334
789	1251	332
790	1256	332
791	1257	330
792	1258	328
793	1260	326
794	1261	325
795	1262	323
796	1263	321
797	1264	320
798	1265	318
799	1268	317
800	1269	315
801	1271	313
802	1273	312
803	1274	310
804	1275	308
805	1276	307
806	1278	305
807	1279	304
808	1280	302
809	1282	300
810	1283	299
811	1284	297
812	1285	295
813	1286	294
814	1290	292
815	1291	291
816	1293	289
817	1294	288
818	1295	286
819	1297	284
820	1298	283
821	1299	281
822	1302	280
823	1303	278
824	1305	276
825	1306	275
826	1307	273
827	1312	272
828	1315	271
829	1317	269
830	1319	268
831	1320	266
832	1322	265
833	1323	263
834	1324	261
835	1328	260
836	1329	258
837	1330	257
838	1331	255
839	1333	253
840	1334	252
841	1335	250
842	1339	249
843	1340	247
844	1341	246
845	1342	244
846	1343	242
847	1345	241
848	1346	239
849	1347	237
850	1350	236
851	1352	234
852	1353	233
853	1354	231
854	1356	230
855	1357	228
856	1358	226
857	1362	225
858	1363	223
859	1364	222
860	1366	220
861	1367	218
862	1368	217
863	1369	215
864	1371	213
865	1374	212
866	1375	211
867	1376	209
868	1378	207
869	1379	206
870	1380	204
871	1382	202
872	1383	201
873	1384	199
874	1385	197
875	1389	196
876	1390	195
877	1391	193
878	1393	191
879	1394	190
880	1396	188
881	1397	186
882	1398	185
883	1401	183
884	1403	182
885	1404	180
886	1406	179
887	1407	177
888	1408	175
889	1410	174
890	1412	172
891	1413	171
892	1414	169
893	1416	167
894	1417	166
895	1418	164
896	1419	163
897	1421	161
898	1426	160
899	1427	158
900	1429	157
901	1430	155
902	1432	153
903	1433	152
904	1435	150
905	1441	149
906	1442	147
907	1444	146
908	1445	144
909	1446	143
910	1447	141
911	1449	139
912	1450	138
913	1453	136
914	1455	135
915	1456	133
916	1457	131
917	1459	130
918	1460	128
919	1461	127
920	1467	125
921	1468	124
922	1470	122
923	1471	121
924	1473	119
925	1474	117
926	1475	116
927	1476	114
928	1481	113
929	1483	111
930	1486	110
931	1487	108
932	1488	106
933	1490	105
934	1493	103
935	1494	102
936	1504	101
937	1505	99
938	1507	97
939	1508	96
940	1509	94
941	1510	92
942	1511	91
943	1512	89
944	1516	88
945	1517	86
946	1518	85
947	1520	83
948	1521	81
949	1522	80
950	1523	78
951	1524	76
952	1528	75
953	1530	73
954	1531	72
955	1532	70
956	1534	68
957	1535	67
958	1536	65
959	1538	64
960	1539	62
961	1541	60
962	1542	59
963	1543	57
964	1544	56
965	1546	54
966	1548	52
967	1549	51
968	1550	49
969	1551	47
970	1552	46
971	1554	44
972	1555	43
973	1558	41
974	1559	39
975	1561	38
976	1562	36
977	1563	35
978	1564	33
979	1565	31
980	1567	30
981	1568	28
982	1569	27
983	1570	25
984	1571	23
985	1572	22
986	1575	20
987	1576	19
988	1577	17
989	1578	15
990	1579	14
991	1580	12
992	1581	11
993	1582	9
994	1583	7
995	1584	6
996	1585	4
997	1586	3
998	1588	1
999	1589	0
