iter	RMSE
242	9.78033606
243	9.777527345
244	9.769263238
245	9.763916698
246	9.755124855
247	9.748144554
248	9.740407379
249	9.737414183
250	9.731560488
251	9.722540366
252	9.712465648
253	9.706327926
254	9.695971445
255	9.688723411
256	9.682478582
257	9.675950607
258	9.669954124
259	9.657234952
260	9.648177901
261	9.643840742
262	9.637527996
263	9.630292635
264	9.627119778
265	9.624827745
266	9.619829877
267	9.61425771
268	9.607762459
269	9.595454935
270	9.590078158
271	9.583994294
272	9.577530385
273	9.567559412
274	9.560458357
275	9.551620199
276	9.545492278
277	9.535695409
278	9.531510742
279	9.526030099
280	9.517305345
281	9.50776426
282	9.497911697
283	9.48902669
284	9.483750252
285	9.477696504
286	9.465521562
287	9.46008914
288	9.45612924
289	9.449391249
290	9.445027088
291	9.430513072
292	9.425680924
293	9.420363228
294	9.414925025
295	9.407903669
296	9.397274212
297	9.393067004
298	9.387497049
299	9.374430516
300	9.369729149
301	9.365718918
302	9.359520626
303	9.347750637
304	9.342831811
305	9.338788698
306	9.334912372
307	9.33240627
308	9.327897848
309	9.321432435
310	9.307244307
311	9.301761754
312	9.29840734
313	9.293700842
314	9.284763212
315	9.278063603
316	9.273352867
317	9.263127441
318	9.257122963
319	9.250229183
320	9.242106964
321	9.236510643
322	9.228660709
323	9.224083457
324	9.215056493
325	9.207829784
326	9.197753336
327	9.186422217
328	9.181210028
329	9.177909217
330	9.169385909
331	9.163922693
332	9.155596947
333	9.150746404
334	9.148628949
335	9.141381935
336	9.134681128
337	9.12378715
338	9.117897271
339	9.112619293
340	9.106002358
341	9.100222665
342	9.094006071
343	9.08843256
344	9.076319841
345	9.071576506
346	9.065452019
347	9.05988181
348	9.050902739
349	9.040880337
350	9.034353623
351	9.025338285
352	9.017905644
353	9.012816618
354	9.007052242
355	8.998834726
356	8.991247136
357	8.987005513
358	8.981116623
359	8.977379883
360	8.96769049
361	8.962375971
362	8.954576867
363	8.944242342
364	8.938390806
365	8.926629634
366	8.923005052
367	8.918382435
368	8.914344053
369	8.905606689
370	8.897243901
371	8.893680015
372	8.886426628
373	8.881032499
374	8.874544746
375	8.869790302
376	8.86190833
377	8.85446429
378	8.848457317
379	8.846123274
380	8.840271546
381	8.836339206
382	8.830791372
383	8.825450749
384	8.821946341
385	8.814633987
386	8.808619709
387	8.804662927
388	8.797014965
389	8.791582161
390	8.780565614
391	8.777507302
392	8.774023952
393	8.760399063
394	8.752286656
395	8.746243333
396	8.743853771
397	8.739464003
398	8.734444231
399	8.730537623
400	8.724288887
401	8.718304415
402	8.708863564
403	8.70372986
404	8.697516285
405	8.692559
406	8.68744565
407	8.679717163
408	8.671049581
409	8.665302196
410	8.658620478
411	8.654155483
412	8.649204546
413	8.640480409
414	8.628078907
415	8.622686525
416	8.615595693
417	8.61028199
418	8.607190908
419	8.603254189
420	8.599698108
421	8.592591949
422	8.589103749
423	8.585099646
424	8.580738779
425	8.575833615
426	8.56818902
427	8.557116818
428	8.550664782
429	8.545005569
430	8.537738564
431	8.52592962
432	8.518955374
433	8.513587411
434	8.508436373
435	8.502261925
436	8.499461949
437	8.495535608
438	8.488217408
439	8.484195922
440	8.476452155
441	8.472518828
442	8.467297546
443	8.457019584
444	8.451291972
445	8.445858497
446	8.442601027
447	8.436391965
448	8.431268692
449	8.426760631
450	8.420274198
451	8.416609387
452	8.409916311
453	8.401478694
454	8.397368788
455	8.38994042
456	8.383970545
457	8.379223952
458	8.376559125
459	8.372820429
460	8.369155134
461	8.360993865
462	8.354203157
463	8.346124538
464	8.337716362
465	8.334395233
466	8.329444044
467	8.325360513
468	8.323288431
469	8.320499762
470	8.316922144
471	8.308732435
472	8.30467493
473	8.302634698
474	8.299370933
475	8.295410206
476	8.287723384
477	8.28461668
478	8.281801758
479	8.275050165
480	8.265718247
481	8.260171932
482	8.25385782
483	8.250352842
484	8.244391369
485	8.240443248
486	8.235421466
487	8.229704195
488	8.226339438
489	8.217520723
490	8.211916845
491	8.206801902
492	8.202572749
493	8.197937169
494	8.191034588
495	8.18927388
496	8.184932425
497	8.180728758
498	8.174439787
499	8.166590438
500	8.160054199
501	8.154061785
502	8.14937462
503	8.147399955
504	8.142959058
505	8.137152277
506	8.133233931
507	8.127699751
508	8.123355471
509	8.119192818
510	8.11547637
511	8.106940716
512	8.10167412
513	8.098291902
514	8.093649285
515	8.086750825
516	8.083726953
517	8.080478002
518	8.075006103
519	8.071550604
520	8.06697994
521	8.057484238
522	8.053421209
523	8.046849202
524	8.044371596
525	8.03851599
526	8.03411487
527	8.029991739
528	8.026097543
529	8.021021807
530	8.018243315
531	8.015692339
532	8.010477877
533	8.004168291
534	7.998400276
535	7.992415244
536	7.988801466
537	7.983297791
538	7.978687645
539	7.974507826
540	7.971707471
541	7.967179694
542	7.96373325
543	7.95863186
544	7.951440611
545	7.9464814
546	7.942933376
547	7.935317716
548	7.932710476
549	7.926852779
550	7.923632029
551	7.920703574
552	7.916258129
553	7.910634358
554	7.907732221
555	7.902679122
556	7.893038606
557	7.886855998
558	7.878971962
559	7.872320561
560	7.870567949
561	7.865886205
562	7.85871138
563	7.852474777
564	7.848809888
565	7.845609903
566	7.842490967
567	7.83934153
568	7.831681347
569	7.828595585
570	7.825698773
571	7.819677306
572	7.814347614
573	7.807185651
574	7.803126498
575	7.796437025
576	7.788351519
577	7.784428892
578	7.781978731
579	7.775850926
580	7.771244466
581	7.764572244
582	7.758407881
583	7.750043654
584	7.74624725
585	7.743248732
586	7.737697814
587	7.732496212
588	7.730093557
589	7.72587784
590	7.721618291
591	7.713911906
592	7.70820663
593	7.705350251
594	7.700187913
595	7.697643035
596	7.690492304
597	7.684772734
598	7.681975039
599	7.680628074
600	7.675916635
601	7.669810418
602	7.660695607
603	7.653775891
604	7.651841305
605	7.646486973
606	7.642981733
607	7.639556873
608	7.636724955
609	7.631567458
610	7.625978185
611	7.623971763
612	7.621386588
613	7.612817607
614	7.609731316
615	7.605459291
616	7.596880638
617	7.591649892
618	7.585814777
619	7.581387012
620	7.577595826
621	7.575105666
622	7.567238438
623	7.562106511
624	7.555711756
625	7.549023183
626	7.542692666
627	7.537863165
628	7.534421515
629	7.530091122
630	7.523220615
631	7.520407157
632	7.516395845
633	7.511393409
634	7.509137913
635	7.506923606
636	7.500865909
637	7.494333195
638	7.490370185
639	7.488228706
640	7.484920581
641	7.481084952
642	7.47374722
643	7.470446963
644	7.466963459
645	7.465264395
646	7.457637675
647	7.454988513
648	7.452572547
649	7.449414292
650	7.445784842
651	7.442177701
652	7.437319143
653	7.435854084
654	7.430133009
655	7.423103357
656	7.419905708
657	7.41781291
658	7.415085266
659	7.412804285
660	7.409346962
661	7.405688858
662	7.399380039
663	7.396907177
664	7.393430711
665	7.390352901
666	7.382358714
667	7.380694494
668	7.377928901
669	7.374926024
670	7.371309436
671	7.368049284
672	7.360724928
673	7.358557358
674	7.350197943
675	7.346973273
676	7.34219281
677	7.338155201
678	7.333912382
679	7.328338082
680	7.324844517
681	7.321803587
682	7.319189774
683	7.316763592
684	7.310739068
685	7.308582726
686	7.304762345
687	7.30017888
688	7.297219851
689	7.292051
690	7.28896858
691	7.285470252
692	7.280363182
693	7.274195362
694	7.271870877
695	7.266191692
696	7.262647423
697	7.258769549
698	7.255555215
699	7.251242497
700	7.245018658
701	7.242379011
702	7.238629458
703	7.235380453
704	7.233915608
705	7.231351212
706	7.227974606
707	7.224944119
708	7.223559511
709	7.221543641
710	7.217016124
711	7.212825767
712	7.207966871
713	7.204916806
714	7.20103772
715	7.199569408
716	7.197454516
717	7.194360825
718	7.190828764
719	7.188532598
720	7.182499891
721	7.178727693
722	7.174824877
723	7.16614038
724	7.161104124
725	7.157261587
726	7.154226292
727	7.150694262
728	7.144248114
729	7.142247946
730	7.137628818
731	7.135551821
732	7.13188275
733	7.128458026
734	7.125040237
735	7.119206924
736	7.116316885
737	7.114413952
738	7.110883486
739	7.10823221
740	7.105618363
741	7.101148317
742	7.095972861
743	7.093725929
744	7.087541326
745	7.08536912
746	7.08266892
747	7.077446991
748	7.072579407
749	7.068297059
750	7.062983005
751	7.059814092
752	7.057935981
753	7.05453462
754	7.053457374
755	7.050560361
756	7.047340813
757	7.046564972
758	7.041925675
759	7.039076816
760	7.033627317
761	7.031129237
762	7.027340863
763	7.023570136
764	7.022686962
765	7.018985412
766	7.017685871
767	7.016098964
768	7.011207742
769	7.008443244
770	7.004960676
771	7.00180396
772	6.998749876
773	6.99592019
774	6.989261524
775	6.98687514
776	6.981996729
777	6.978124411
778	6.975522912
779	6.973964786
780	6.968930764
781	6.964897831
782	6.960808461
783	6.956681856
784	6.950308097
785	6.947221371
786	6.94384343
787	6.942245707
788	6.940407715
789	6.937205144
790	6.935171112
791	6.932630282
792	6.929908554
793	6.927570707
794	6.926395212
795	6.920704132
796	6.914022681
797	6.91031023
798	6.906099039
799	6.901487554
800	6.899500518
801	6.897662016
802	6.895459078
803	6.890403112
804	6.886739585
805	6.883375319
806	6.879325989
807	6.875181351
808	6.873417985
809	6.870904141
810	6.869349802
811	6.859769836
812	6.853786575
813	6.848990485
814	6.846893652
815	6.845447178
816	6.843382335
817	6.837277644
818	6.834840788
819	6.833864606
820	6.827730697
821	6.825018191
822	6.820268768
823	6.811241557
824	6.80554867
825	6.803490863
826	6.800477844
827	6.798323281
828	6.793838355
829	6.792036283
830	6.790360606
831	6.785802301
832	6.781963662
833	6.776960387
834	6.774520539
835	6.771516858
836	6.768889205
837	6.766823823
838	6.761876977
839	6.76047209
840	6.757405793
841	6.754257874
842	6.748520016
843	6.741599314
844	6.74007742
845	6.73436927
846	6.731865129
847	6.724668188
848	6.719571825
849	6.715510089
850	6.71261342
851	6.709662295
852	6.707833678
853	6.706557657
854	6.704580517
855	6.701485538
856	6.697478182
857	6.694510155
858	6.690629672
859	6.687633991
860	6.68584101
861	6.684174768
862	6.681285915
863	6.679209817
864	6.671954694
865	6.668850941
866	6.664618909
867	6.65878841
868	6.656856897
869	6.654828099
870	6.650525613
871	6.646008447
872	6.643552464
873	6.640592981
874	6.638381717
875	6.637299228
876	6.635628767
877	6.632455294
878	6.631187161
879	6.629108987
880	6.626302605
881	6.622069925
882	6.618095768
883	6.614950785
884	6.613274619
885	6.610893246
886	6.607442088
887	6.606068529
888	6.604704981
889	6.598472097
890	6.596782077
891	6.590815813
892	6.587815981
893	6.585819044
894	6.581295174
895	6.57734438
896	6.574289341
897	6.569951915
898	6.566915757
899	6.563232133
900	6.560995281
901	6.556366951
902	6.553796316
903	6.549068347
904	6.546867728
905	6.544826476
906	6.542682975
907	6.538869817
908	6.537627942
909	6.534844609
910	6.532012586
911	6.530467604
912	6.524717482
913	6.523373906
914	6.521906884
915	6.5197576
916	6.518132759
917	6.513254519
918	6.510927194
919	6.508512696
920	6.50538943
921	6.502844586
922	6.500149759
923	6.495262557
924	6.49337435
925	6.489673485
926	6.482267502
927	6.47934245
928	6.478029467
929	6.475078535
930	6.472805237
931	6.46886353
932	6.463394582
933	6.457850201
934	6.456443149
935	6.449831231
936	6.443664763
937	6.442958424
938	6.438744651
939	6.435069714
940	6.430812649
941	6.42722526
942	6.425305496
943	6.422811379
944	6.416935337
945	6.41497417
946	6.410533628
947	6.408679664
948	6.406213329
949	6.405055092
950	6.402790245
951	6.398363381
952	6.39640368
953	6.395000744
954	6.392396143
955	6.387951933
956	6.386658819
957	6.385954053
958	6.38361073
959	6.380253591
960	6.378021194
961	6.375190117
962	6.370829662
963	6.366616303
964	6.365425445
965	6.363441852
966	6.358491929
967	6.355207891
968	6.351449082
969	6.347098419
970	6.339445399
971	6.336501177
972	6.335569958
973	6.330439615
974	6.329399495
975	6.326607572
976	6.324716576
977	6.321603951
978	6.320519546
979	6.31761901
980	6.315444466
981	6.312181175
982	6.309708332
983	6.306783725
984	6.306038119
985	6.300851335
986	6.298570201
987	6.296114975
988	6.294766369
989	6.291844791
990	6.289374545
991	6.284908313
992	6.28182818
993	6.27607097
994	6.273086345
995	6.269953136
996	6.266938421
997	6.264014658
998	6.261897029
999	6.26014592
