iter	Passed	Remaining
245	205	628
246	206	628
247	206	626
248	207	625
249	207	623
250	208	622
251	209	620
252	209	618
253	210	617
254	210	616
255	211	615
256	212	613
257	213	612
258	213	611
259	214	610
260	215	609
261	216	608
262	216	607
263	217	606
264	218	604
265	218	603
266	219	603
267	220	601
268	221	600
269	221	599
270	222	598
271	223	596
272	223	595
273	224	594
274	224	592
275	225	591
276	225	589
277	226	588
278	227	586
279	227	585
280	228	584
281	228	582
282	229	581
283	230	580
284	230	578
285	231	577
286	231	575
287	232	574
288	232	572
289	233	571
290	234	570
291	234	568
292	235	567
293	235	566
294	236	564
295	237	564
296	237	562
297	238	562
298	239	560
299	239	559
300	240	557
301	240	556
302	241	555
303	242	554
304	242	552
305	243	551
306	243	550
307	244	548
308	244	547
309	245	546
310	246	545
311	246	544
312	247	543
313	248	541
314	248	540
315	249	539
316	249	538
317	250	537
318	250	535
319	251	534
320	251	532
321	252	531
322	253	530
323	253	529
324	254	527
325	254	526
326	255	525
327	255	524
328	256	522
329	256	521
330	257	520
331	258	519
332	258	518
333	259	517
334	260	516
335	260	514
336	261	513
337	261	512
338	262	511
339	262	509
340	263	508
341	263	507
342	264	506
343	264	504
344	265	503
345	265	502
346	266	501
347	267	500
348	267	499
349	268	498
350	268	497
351	269	495
352	269	494
353	270	493
354	271	492
355	271	491
356	272	490
357	272	489
358	273	488
359	274	487
360	274	486
361	275	485
362	276	484
363	276	483
364	277	482
365	278	481
366	278	480
367	279	479
368	279	478
369	280	477
370	281	476
371	281	475
372	282	474
373	283	474
374	283	473
375	284	472
376	285	471
377	286	470
378	286	469
379	287	468
380	288	468
381	288	467
382	289	466
383	290	465
384	290	464
385	291	463
386	292	462
387	292	461
388	293	460
389	293	459
390	294	458
391	294	457
392	295	456
393	295	455
394	296	454
395	297	453
396	297	452
397	298	451
398	299	450
399	299	449
400	300	448
401	301	447
402	301	446
403	302	445
404	302	445
405	303	444
406	304	443
407	305	442
408	305	441
409	306	440
410	306	439
411	307	438
412	307	437
413	308	436
414	309	435
415	309	434
416	310	433
417	310	432
418	311	431
419	311	430
420	312	429
421	312	428
422	313	427
423	313	426
424	314	425
425	315	424
426	315	423
427	316	422
428	316	421
429	317	420
430	318	419
431	318	419
432	319	418
433	319	417
434	320	416
435	320	415
436	321	414
437	322	413
438	322	412
439	323	411
440	323	410
441	324	409
442	324	408
443	325	407
444	325	406
445	326	405
446	327	404
447	327	403
448	328	402
449	328	401
450	329	400
451	330	400
452	330	399
453	331	398
454	331	397
455	332	396
456	333	395
457	333	394
458	334	393
459	334	392
460	335	391
461	335	390
462	336	389
463	336	389
464	337	388
465	338	387
466	338	386
467	339	385
468	339	384
469	340	383
470	340	382
471	341	381
472	341	380
473	342	379
474	342	378
475	343	377
476	344	377
477	344	376
478	345	375
479	345	374
480	346	373
481	347	372
482	347	372
483	348	371
484	348	370
485	349	369
486	349	368
487	350	367
488	351	366
489	351	366
490	352	365
491	352	364
492	353	363
493	354	362
494	354	361
495	355	361
496	356	360
497	356	359
498	357	359
499	358	358
500	358	357
501	359	356
502	360	356
503	361	355
504	361	354
505	362	354
506	363	353
507	364	352
508	364	351
509	365	350
510	365	349
511	366	349
512	366	348
513	367	347
514	368	346
515	368	346
516	369	345
517	370	344
518	370	343
519	371	342
520	371	341
521	372	341
522	373	340
523	373	339
524	374	338
525	375	337
526	375	337
527	376	336
528	376	335
529	377	334
530	377	333
531	378	333
532	379	332
533	379	331
534	380	330
535	381	329
536	381	329
537	382	328
538	382	327
539	383	326
540	384	325
541	384	325
542	385	324
543	386	323
544	386	323
545	387	322
546	388	321
547	388	320
548	389	319
549	390	319
550	390	318
551	391	317
552	391	316
553	392	315
554	393	315
555	393	314
556	394	313
557	394	312
558	395	311
559	395	311
560	396	310
561	397	309
562	397	308
563	398	307
564	398	307
565	399	306
566	400	305
567	400	304
568	401	303
569	401	303
570	402	302
571	402	301
572	403	300
573	404	299
574	404	299
575	405	298
576	405	297
577	406	296
578	407	296
579	407	295
580	408	294
581	408	293
582	409	292
583	410	292
584	410	291
585	411	290
586	412	289
587	412	289
588	413	288
589	413	287
590	414	286
591	415	286
592	415	285
593	416	284
594	417	283
595	417	283
596	418	282
597	418	281
598	419	280
599	419	279
600	420	279
601	420	278
602	421	277
603	422	276
604	422	275
605	423	275
606	423	274
607	424	273
608	424	272
609	425	272
610	426	271
611	426	270
612	427	269
613	428	269
614	428	268
615	429	267
616	429	266
617	430	265
618	430	265
619	431	264
620	431	263
621	432	262
622	432	261
623	433	261
624	434	260
625	434	259
626	435	258
627	435	258
628	436	257
629	436	256
630	437	255
631	438	255
632	438	254
633	439	253
634	439	252
635	440	251
636	440	251
637	441	250
638	442	249
639	442	249
640	443	248
641	444	247
642	444	246
643	445	246
644	446	245
645	446	244
646	447	243
647	447	243
648	448	242
649	448	241
650	449	240
651	449	240
652	450	239
653	450	238
654	451	237
655	452	237
656	452	236
657	453	235
658	453	234
659	454	233
660	454	233
661	455	232
662	456	231
663	456	231
664	457	230
665	457	229
666	458	228
667	458	228
668	459	227
669	460	226
670	460	225
671	461	225
672	461	224
673	462	223
674	462	222
675	463	222
676	463	221
677	464	220
678	464	219
679	465	218
680	465	218
681	466	217
682	467	216
683	467	215
684	468	215
685	468	214
686	469	213
687	469	213
688	470	212
689	470	211
690	471	210
691	472	210
692	472	209
693	473	208
694	474	208
695	474	207
696	474	206
697	475	205
698	476	205
699	476	204
700	477	203
701	477	202
702	478	202
703	478	201
704	479	200
705	479	199
706	480	199
707	481	198
708	481	197
709	482	196
710	482	196
711	483	195
712	483	194
713	484	193
714	484	193
715	485	192
716	485	191
717	486	191
718	486	190
719	487	189
720	488	188
721	488	188
722	489	187
723	489	186
724	490	185
725	490	185
726	491	184
727	491	183
728	492	183
729	492	182
730	493	181
731	494	180
732	494	180
733	495	179
734	496	178
735	496	178
736	497	177
737	497	176
738	498	176
739	499	175
740	499	174
741	500	173
742	500	173
743	501	172
744	502	171
745	502	171
746	503	170
747	503	169
748	504	169
749	504	168
750	505	167
751	506	166
752	506	166
753	507	165
754	507	164
755	508	164
756	508	163
757	509	162
758	509	161
759	510	161
760	510	160
761	511	159
762	512	159
763	512	158
764	513	157
765	514	157
766	515	156
767	515	155
768	516	155
769	516	154
770	517	153
771	517	152
772	518	152
773	518	151
774	519	150
775	519	150
776	520	149
777	521	148
778	521	147
779	522	147
780	522	146
781	523	145
782	523	145
783	524	144
784	525	143
785	525	143
786	526	142
787	527	141
788	528	141
789	528	140
790	529	139
791	530	139
792	530	138
793	531	137
794	532	137
795	532	136
796	533	135
797	534	135
798	534	134
799	535	133
800	535	133
801	536	132
802	537	131
803	537	131
804	538	130
805	538	129
806	539	129
807	540	128
808	540	127
809	541	126
810	541	126
811	542	125
812	542	124
813	543	124
814	544	123
815	544	122
816	545	122
817	545	121
818	546	120
819	546	120
820	547	119
821	547	118
822	548	117
823	548	117
824	549	116
825	550	115
826	550	115
827	551	114
828	551	113
829	552	113
830	553	112
831	553	111
832	554	111
833	555	110
834	555	109
835	556	109
836	557	108
837	557	107
838	558	107
839	559	106
840	559	105
841	560	105
842	560	104
843	561	103
844	561	103
845	562	102
846	562	101
847	563	100
848	563	100
849	564	99
850	565	98
851	565	98
852	566	97
853	566	96
854	567	96
855	568	95
856	568	94
857	569	94
858	569	93
859	570	92
860	571	92
861	571	91
862	572	90
863	573	90
864	573	89
865	574	88
866	574	88
867	575	87
868	576	86
869	576	86
870	577	85
871	577	84
872	578	84
873	578	83
874	579	82
875	580	82
876	580	81
877	581	80
878	581	80
879	582	79
880	583	78
881	584	78
882	584	77
883	585	76
884	586	76
885	587	75
886	587	74
887	588	74
888	588	73
889	589	72
890	590	72
891	590	71
892	591	70
893	591	70
894	592	69
895	593	68
896	593	68
897	594	67
898	594	66
899	595	66
900	596	65
901	597	64
902	598	64
903	598	63
904	599	62
905	600	62
906	600	61
907	601	60
908	601	60
909	602	59
910	603	58
911	603	58
912	604	57
913	605	56
914	605	56
915	606	55
916	606	54
917	607	54
918	607	53
919	608	52
920	609	52
921	609	51
922	610	50
923	611	50
924	611	49
925	612	48
926	613	48
927	613	47
928	614	46
929	615	46
930	615	45
931	616	44
932	617	44
933	617	43
934	618	42
935	619	42
936	619	41
937	620	40
938	620	40
939	621	39
940	621	38
941	622	38
942	622	37
943	623	36
944	624	36
945	625	35
946	625	35
947	626	34
948	627	33
949	627	33
950	628	32
951	629	31
952	629	31
953	630	30
954	631	29
955	631	29
956	632	28
957	632	27
958	633	27
959	633	26
960	634	25
961	635	25
962	635	24
963	636	23
964	636	23
965	637	22
966	638	21
967	639	21
968	639	20
969	640	19
970	641	19
971	642	18
972	643	17
973	643	17
974	644	16
975	645	15
976	645	15
977	646	14
978	646	13
979	647	13
980	648	12
981	648	11
982	649	11
983	649	10
984	650	9
985	650	9
986	651	8
987	652	7
988	653	7
989	653	6
990	654	5
991	655	5
992	655	4
993	656	3
994	657	3
995	657	2
996	658	1
997	659	1
998	659	0
999	660	0
