goals,xg,crosses,boxtouches,passes,progpasses,takeons,progruns,tackles,interceptions,clearances,blocks,aerials,fouls,fouled,nsxg,results,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0.0553846153846154,-0.1192307692307692,-0.0207692307692308,0.2361538461538462,-0.7815384615384617,-0.6492307692307693,-0.4076923076923077,-0.5684615384615384,-0.5784615384615385,-0.4446153846153847,-0.076153846153846,-0.2130769230769231,-0.3338461538461538,-0.093076923076923,-0.1976923076923077,0.083076923076923,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.243076923076923,0.0638461538461538,-0.0907692307692307,-0.2876923076923076,-0.7046153846153846,-0.4415384615384617,-0.0984615384615384,-0.3830769230769231,-0.7223076923076923,-0.606153846153846,0.3138461538461538,-0.3369230769230769,0.0323076923076924,0.4253846153846153,0.4269230769230769,-0.3061538461538461,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.42,-0.2299999999999999,-0.1507692307692307,-0.4353846153846153,-0.6876923076923078,-0.4084615384615385,-0.2569230769230769,-0.5861538461538461,-0.6292307692307693,-0.56,-0.1453846153846154,-0.4046153846153846,-0.5092307692307692,-0.1730769230769231,-0.1930769230769231,-0.3692307692307693,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0707692307692307,-0.3684615384615384,-0.4938461538461539,-0.2476923076923077,-0.6815384615384615,-0.536923076923077,-0.21,-0.4276923076923076,-0.5392307692307692,-0.6223076923076923,-0.3138461538461538,-0.3076923076923076,-0.2369230769230769,-0.2007692307692307,-0.4053846153846153,-0.5261538461538462,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1530769230769229,0.1976923076923075,0.0299999999999999,0.0884615384615384,-0.6653846153846155,-0.3476923076923077,-0.1999999999999999,-0.4076923076923077,-0.6461538461538462,-0.6123076923076923,-0.2161538461538461,-0.4553846153846152,-0.0646153846153846,-0.1369230769230769,0.0953846153846152,-0.1184615384615384,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0769230769230769,0.3415384615384615,-0.0669230769230769,0.0292307692307691,-0.5969230769230769,-0.4638461538461538,-0.25,-0.4338461538461539,-0.4323076923076923,-0.636923076923077,-0.2569230769230769,0.0253846153846153,0.0076923076923076,0.4746153846153847,-0.2146153846153846,-0.1153846153846153,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1938461538461538,0.2284615384615385,-0.3138461538461538,-0.1676923076923077,-0.563076923076923,-0.5346153846153846,0.0623076923076922,-0.1007692307692307,-0.3153846153846154,-0.4469230769230768,-0.0646153846153845,-0.3492307692307692,-0.1930769230769231,-0.3315384615384615,-0.1353846153846153,-0.3623076923076923,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4,-0.466923077,-0.353846154,-0.634615385,-0.516923077,-0.090769231,-0.300769231,-0.359230769,-0.571538462,-0.513846154,0.177692308,0.046153846,-0.079230769,-0.191538462,-0.210769231,-0.699230769,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2615384615384615,-0.1976923076923076,0.4469230769230768,-0.1084615384615384,-0.5123076923076924,-0.0823076923076922,-0.1492307692307692,-0.2769230769230769,-0.663076923076923,-0.6007692307692308,0.7546153846153847,-0.3976923076923077,0.08,0.5807692307692305,0.3007692307692308,-0.0223076923076923,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1323076923076922,0.0746153846153846,-0.1884615384615384,-0.3615384615384615,-0.5015384615384615,-0.31,-0.0392307692307692,-0.0353846153846153,-0.6153846153846155,-0.6161538461538463,-0.1376923076923077,-0.2623076923076924,0.1053846153846154,-0.4084615384615384,-0.3069230769230769,-0.3707692307692308,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
